id,page,bbox,text_length,text,aurora,OSDG,combined,sentiment
233,page 7 of ../pdf/orsted.pdf,"(381.7322998046875, 619.9026489257812, 543.4346923828125, 798.88623046875)",90,"Updating existing programmes The sustainability landscape is dynamic,  and themes constantly evolve as the  importance of specific challenges increase  and knowledge around each theme  improves. We continuously update our ex- isting programmes to reflect such changes.  When doing so, we use a light version of  the full programme development process.  If needed, we refresh our understanding of  the strategic landscape, for instance in re- lation to international frameworks, investor  expectations, or best practice. Based on  this, we identify gaps in the current pro- gramme design and ways to close them.  ","['SDG_9', 'SDG_15']",,"['SDG_15', 'SDG_9']",0.9287
234,page 7 of ../pdf/orsted.pdf,"(381.7322998046875, 103.90252685546875, 540.4043579101562, 246.88612365722656)",78,"Realising and reporting on progress Reporting on the progress of each pro- gramme and the challenges we face is  key to ensuring transparency, giving our  stakeholders an opportunity to hold us ac- countable and scrutinise our sustainability  performance. Reporting also serves as the  basis for continued dialogue on the sus- tainability themes that are material to our  business. We strive to make our reporting  as practical as possible in the hope that it  inspires action beyond our company.  ","['SDG_9', 'SDG_12']",,"['SDG_12', 'SDG_9']",0.9517
235,page 7 of ../pdf/orsted.pdf,"(381.7322998046875, 260.3741149902344, 535.7627563476562, 462.8861389160156)",95,"Reporting on our sustainability perfor- mance is of great interest and impor- tance to our stakeholders, not least  our investors. Each quarter, as part of  our quarterly financial reporting, we  publish a comprehensive ESG perfor- mance report with detailed updates on  our performance across programmes  and other sustainability performance  indicators. Once a year, we publish our  sustainability report where we address  the broader sustainability agenda we  work on and present the challenges and  opportunities we see on the horizon. It  also provides an overview of our sustain- ability performance for the year across  our programmes. ",['SDG_9'],,['SDG_9'],0.9231
276,page 8 of ../pdf/orsted.pdf,"(651.968505859375, 174.56201171875, 1109.6129150390625, 229.7020263671875)",48,"Accelerating the global deployment of renewable energy is not without its challenges.   This year, our sustainability themes analysis reflects how a number of fundamental sustainability  challenges are emerging at the intersection of renewable energy, communities, and nature, and  these challenges will pick up speed over the coming decade.  ",['SDG_9'],,['SDG_9'],0.6115
277,page 8 of ../pdf/orsted.pdf,"(39.75848388671875, 174.56201171875, 519.9432983398438, 257.7020263671875)",85,"At Ørsted, we are deeply committed to advancing the 17 UN Sustainable Development Goals (SDGs),  which define the key sustainability challenges that the world faces towards 2030. The goals are  interconnected and almost all of them are influenced by the climate challenge. We have developed  20 sustainability programmes to systematically address the most important sustainability challenges  affecting our business and stakeholders. As a renewable energy company, we aspire to have a  transformative impact on SDGs 7 and 13, while contributing to several others as well.  ",['SDG_9'],,['SDG_9'],0.8218
283,page 8 of ../pdf/orsted.pdf,"(39.6826171875, 331.4582214355469, 534.4635620117188, 377.4159240722656)",39,"As a world-leading renewable energy company,  our main contributions are to SDGs 7 and 13 where  we aspire to have a transformative impact. Climate action 2.  Decarbonisation of our supply chain and  wholesale buying and selling of natural gas ",['SDG_13'],['SDG_7'],"['SDG_13', 'SDG_7']",0.5574
290,page 8 of ../pdf/orsted.pdf,"(39.685001373291016, 490.8905944824219, 533.27978515625, 528.6805419921875)",35,"Biomass sustainability 8.  Sourcing certified sustainable biomass While contributing to a greener world, we advance  the positive ripple effects of the green energy  transition and manage any negative effects on  local communities and the environment. ","['SDG_9', 'SDG_15']",,"['SDG_15', 'SDG_9']",0.25
298,page 8 of ../pdf/orsted.pdf,"(39.6826171875, 652.3916015625, 517.8868408203125, 690.351806640625)",23,"We conduct our business with responsibility,  accountability, and respect for our employees,  business partners, and suppliers. Employee attraction and development 14.  Employee development ",,,,0.7269
306,page 8 of ../pdf/orsted.pdf,"(651.968505859375, 308.3741149902344, 810.1749267578125, 486.8861389160156)",90,"To ensure a sustainable transition to  green energy, it is decisive to manage the  impacts that the green energy build-out  potentially have on the environment  or society. In our annual sustainability  themes analysis, we have identified three  key challenges that are especially impor- tant to our stakeholders and business: •  Decarbonising supply chains. As the re- newable energy industry seeks to scale  up the green energy build-out, the  absolute carbon emissions from renew- able energy supply chains will increase.  Decarbonising these supply chains is  essential for realising a net-zero world. ","['SDG_7', 'SDG_9', 'SDG_15']",,"['SDG_15', 'SDG_9', 'SDG_7']",0.9274
307,page 8 of ../pdf/orsted.pdf,"(651.968505859375, 500.318115234375, 808.295654296875, 618.8861083984375)",58,"•  Improving biodiversity protection. Con- structing renewable energy at sea and  on land inevitably impacts local habi- tats and ecosystems. As we accelerate  the build-out of green energy, we will  work with a greater number of as well  as more diverse ecosystems, which  is why we need a stronger and more  programmatic approach to manage  our biodiversity impacts. ",['SDG_14'],,['SDG_14'],0.91
308,page 8 of ../pdf/orsted.pdf,"(651.968505859375, 632.318115234375, 808.8164672851562, 762.8861083984375)",65,"•  Creating shared value with local com- munities. While renewable energy pro- jects offer local communities significant  economic opportunities, they also bring  change that can cause concern among  our local stakeholders. To expand green  energy in a way that enhances shared  local benefits, we need to work with an  increasingly large set of local stake- holders across more geographies as we  globalise as a company ",['SDG_7'],,['SDG_7'],0.9578
310,page 8 of ../pdf/orsted.pdf,"(822.9924926757812, 308.3741149902344, 980.8709106445312, 510.8861389160156)",96,"In addition, the energy industry must  address several other sustainability  challenges in the years ahead to ensure  a sustainable transition to renewable  energy: •  Offsetting residual emissions. Our plan  to achieve full carbon neutrality by  2025 will reduce our carbon emissions  by 98 %, but the remaining 2 % may  have to be offset. The market for credi- ble offsetting solutions that guarantee  carbon removal on the scale we need  is already under development. We now  need to establish a mature strategy  to find carbon-removal solutions that  are credible, trustworthy, and clearly  contribute to carbon removal. ","['SDG_3', 'SDG_9']",,"['SDG_9', 'SDG_3']",0.9674
311,page 8 of ../pdf/orsted.pdf,"(822.9924926757812, 524.318115234375, 981.4148559570312, 666.8861083984375)",72,"•  Sourcing sustainable biomass. Sustain- able biomass remains the best option  for phasing out coal from existing pow- er plants and delivering significant car- bon reductions. To realise the positive  climate impact of biomass for energy  generation and protect biodiversity, we  must continue to ensure that the bio- mass we use is sustainably produced  and that the quality of documentation  lives up to our expectations, in line with  Danish and EU legislation. ","['SDG_9', 'SDG_13']",,"['SDG_13', 'SDG_9']",0.9423
312,page 8 of ../pdf/orsted.pdf,"(822.9924926757812, 680.318115234375, 979.294921875, 786.8861083984375)",53,"•  Managing human rights issues in new  supply chains. As the green energy  build-out and supply chains accelerate  to parts of the world where human  rights risks are more prominent, we  need to strengthen our due diligence  and stakeholder engagement to con- tinue to ensure that human rights are  respected wherever we operate. ",,,,0.9117
313,page 8 of ../pdf/orsted.pdf,"(994.0165405273438, 308.318115234375, 1152.189453125, 426.8861389160156)",61,"•  Enabling inclusion of diversity. Inclusion  of diversity is important in its own right.  As we globalise our company, we want  to build a workforce that reflects the  societies in which we operate. We are  keen to refine how we approach this,  creating a more diverse workforce and  inclusive company culture that reflects  a larger variety of perspectives and  enables globalisation. ",,,,0.7269
314,page 8 of ../pdf/orsted.pdf,"(994.0165405273438, 440.318115234375, 1152.7110595703125, 570.8861083984375)",69,"•  Increasing recyclability from renewable  energy technologies. Wind turbines  currently have a recyclability rate of 85- 90 %. Yet, wind turbine blades continue  to be difficult to recycle. While some  technologies exist, scalable solutions are  not yet available at a competitive price.  In the coming decade, the energy sector  plays an important role to facilitate the  development of the right solutions to re- cover or recycle turbine blade materials. ",['SDG_7'],['SDG_7'],['SDG_7'],0.765
315,page 8 of ../pdf/orsted.pdf,"(994.0165405273438, 584.318115234375, 1152.135986328125, 750.8861083984375)",80,"•  Sourcing minerals and metals sustain- ably. A green energy transformation  requires significant amounts of mineral  and metals, including copper, rare earth,  iron, cobalt, manganese, and nickel. A  significant share of the global extrac- tion and production of these materials  comes from countries with a higher risk  of negative social, human rights, and  environmental impacts. We need to  work carefully with suppliers to ensure  traceability, due diligence, and miti- gation of risks beyond our immediate  control throughout our supply chains.  ",['SDG_13'],['SDG_9'],"['SDG_13', 'SDG_9']",0.2732
318,page 9 of ../pdf/orsted.pdf,"(210.70860290527344, 674.7740478515625, 513.464599609375, 745.2860107421875)",67,"Marine mammals live in an underwater world full of noise – both natural and  man-made. Installing wind turbine foundations in the seabed may cause loud  noise in the water that can affect marine mammals. Various technologies exist  to reduce this noise. One of them is the bubble curtain, a long circular tube  releasing a dense curtain of bubbles surrounding the turbine foundation, helping  to protect marine wildlife. ",,['SDG_14'],['SDG_14'],0.743
319,page 9 of ../pdf/orsted.pdf,"(651.968505859375, 261.1579284667969, 1032.9276123046875, 340.90985107421875)",41,"In this section, we highlight three challenges which are particularly  important to a sustainable green energy build-out and how we will  address them programmatically: Decarbonising our supply chain,  managing impacts on marine biodiversity, and creating shared  value with our local communities.  ","['SDG_9', 'SDG_14']",,"['SDG_9', 'SDG_14']",0.8977
332,page 10 of ../pdf/orsted.pdf,"(39.685001373291016, 198.09799194335938, 470.0589904785156, 277.8498840332031)",58,"While green energy technologies generate power with zero emissions,  emissions from the supply chain still remain. And to realise a world that  stays within the 1.5 °C limit, we need to reduce supply chain emissions. This  will be our next strategic frontier in our decarbonisation journey, and we are  already engaging with our suppliers to find sustainable solutions.  ",['SDG_9'],,['SDG_9'],0.6369
334,page 10 of ../pdf/orsted.pdf,"(39.68499755859375, 320.3741149902344, 197.0530548095703, 438.8861389160156)",59,"The emissions linked to renewable  energy technologies throughout their  lifetime are approximately 95 % lower  than those related to fossil-based ener- gy generation. Most of the emissions are  released during the early stages of the  renewable energy supply chain, and we  need to reduce them if we are to reach  net-zero emissions across our entire foot- print by 2040.  ",,,,0.2732
335,page 10 of ../pdf/orsted.pdf,"(651.9650268554688, 548.3741455078125, 809.1162719726562, 714.8861083984375)",81,"emissions are particularly hard to abate  as they are linked to heavy manufactur- ing and shipping. Reducing them requires  significant technological innovations to  be available at a cost-competitive level.  Finally, supplier roadmaps for powering  vessels with green energy will need to  be built incrementally since most of the  technologies required are still immature.  Roadmaps will also need to be tailored to  each supplier category as they are all at  different stages of their decarbonisation  journey and face unique complexities and  challenges. ",,,,0.3626
336,page 10 of ../pdf/orsted.pdf,"(651.968505859375, 727.9025268554688, 808.3915405273438, 798.8861083984375)",35,"No low-carbon steel, no carbon- neutral supply chain While our programme, in the beginning,  focuses on direct suppliers (tier 1), we are  aware that more removed suppliers, who  do not directly provide us with equipment  ",,,,-0.5267
339,page 10 of ../pdf/orsted.pdf,"(667.7952270507812, 307.7227478027344, 788.186767578125, 355.45269775390625)",21,• We have established dialogues  on decarbonisation with our top  strategic suppliers in the most  carbon-intensive parts of our  supply chain. ,,,,0.2023
340,page 10 of ../pdf/orsted.pdf,"(667.7952270507812, 363.71710205078125, 789.874267578125, 411.4454650878906)",28,• We have partnered with the Car- bon Disclosure Project (CDP) and  asked suppliers to disclose their  emissions and climate strategy  to the CDP in a uniform way. ,['SDG_13'],,['SDG_13'],0.0
341,page 10 of ../pdf/orsted.pdf,"(667.7963256835938, 419.72607421875, 791.5171508789062, 476.9478759765625)",37,"• Of our 28 top strategic suppliers,  26 have successfully reported  data to the CDP, and the remain- ing two have committed to do so  in 2021. Prior to our programme,  only 12 reported to the CDP. ",,,,0.7269
343,page 10 of ../pdf/orsted.pdf,"(820.1810913085938, 274.66143798828125, 926.3783569335938, 322.73919677734375)",20,"Though not applicable to all  manufacturing processes, the  use of green electricity is a  readily available solution for  reducing emissions. ",,,,0.3182
344,page 10 of ../pdf/orsted.pdf,"(820.1810913085938, 331.7227783203125, 933.34130859375, 388.9543151855469)",25,"• We have set a firm  expectation for our strategic  suppliers to manufacture their  products using 100 % green  electricity by 2025, at the  latest. ",,,,0.0
346,page 10 of ../pdf/orsted.pdf,"(822.9921264648438, 548.3741455078125, 981.791259765625, 798.8861083984375)",143,"and services, contribute significantly to  the total emissions across our supply  chain. This is, in particular, the case for the  production of steel used in the founda- tions of our wind turbines, which accounts  for roughly 50 % of the total emissions  in our offshore wind supply chain. Since  these emissions originate among suppliers  which are not among our direct suppliers,  we have met this challenge by forming  wider initiatives with companies from  other sectors that use steel. In 2020, we  joined the Climate Group’s SteelZero initia- tive as founding member. This is a new  global initiative that seeks to drive market  demand for low-carbon and net-zero  emissions steel. With SteelZero, we want  to make it clear to the steel industry that  we are ready to be part of an innovative  and collaborative journey to realise our  shared goal of making carbon-free steel. ","['SDG_7', 'SDG_13']",,"['SDG_13', 'SDG_7']",0.8616
349,page 10 of ../pdf/orsted.pdf,"(994.0156860351562, 547.9025268554688, 1152.79052734375, 798.8861083984375)",119,"Scope expands to include   more suppliers As we continue to develop our supply  chain decarbonisation programme, we  will gradually expand its scope to include  our onshore wind and solar technolo- gies. In parallel, we will work to reduce  emissions from the last two lifecycle  stages of our green energy structures: our  own operations and decommissioning.  We have already in place a strategy to  decarbonise our logistics in operations  – particularly those offshore – and are  exploring solutions to recover or recycle  all parts of our wind turbines during  decommissioning. For more information  on both of these initiatives, head to our  reporting on the ‘decarbonisation of  energy generation and operations’ and  ‘resource management’ programmes at  the end of this report. ",,,,0.765
350,page 10 of ../pdf/orsted.pdf,"(210.711669921875, 320.3741149902344, 369.5172119140625, 438.8861389160156)",64,"Today, most of our supply chain emissions  come from offshore wind. They are mostly  derived from the manufacturing, trans- port, and installation of the wind turbines,  foundations, substations, cables, and other  components we buy from our suppliers,  who, in turn, buy services and inputs from  their suppliers and so on. On average,  material extraction, manufacturing, trans- port, and installation account for 90 % of  ",,,,0.0
351,page 10 of ../pdf/orsted.pdf,"(381.73565673828125, 320.3741149902344, 540.183837890625, 402.8861389160156)",42,the total lifecycle emissions of an Ørsted  offshore wind farm. This is primarily due to  the carbon-intensive processes needed to  manufacture materials for wind turbines  and foundations as well as the fossil fuels  used by vessels supporting the installation  of our farms.  ,,,,0.6124
352,page 10 of ../pdf/orsted.pdf,"(381.7322998046875, 415.90252685546875, 540.13232421875, 474.8861389160156)",27,"Our 2020 progress In January 2020, we launched our supply  chain decarbonisation programme to ad- dress these carbon emissions and plot the  course towards a carbon-neutral footprint.  ",['SDG_12'],,['SDG_12'],0.5106
353,page 10 of ../pdf/orsted.pdf,"(381.7322998046875, 488.3741149902344, 538.5546875, 582.8861083984375)",48,"Our programme currently focuses on  engaging our key strategic suppliers  who directly supply us with products and  services and account for approx. half of  our total procurement spend. We have  strong relationships with all these sup- pliers, and, together, we are focusing our  dialogue on three specific areas. ",,,,0.6908
354,page 10 of ../pdf/orsted.pdf,"(381.7322998046875, 596.3741455078125, 538.7227172851562, 678.8861083984375)",47,"In 2020, we have made good progress  across all three of these focus areas. This  will be foundational in developing our  programme even further in the coming  years when we will look to establish  roadmaps and metrics to track our pro- gress towards carbon neutrality by 2040.  ",,,,0.6908
355,page 10 of ../pdf/orsted.pdf,"(381.7322998046875, 692.3741455078125, 538.6676025390625, 798.8861083984375)",56,"However, fully realising our ambitions in  all our focus areas is not going to be easy.  Firstly, accounting practices within the  renewable energy industry are not yet  established, and few suppliers disclose  their carbon footprint. This makes it diffi- cult to systematically identify, measure,  and track carbon emissions across our  supply chain. Secondly, some supply chain  ",['SDG_12'],,['SDG_12'],0.6124
357,page 10 of ../pdf/orsted.pdf,"(963.7794799804688, 262.6614990234375, 1128.85107421875, 310.7392578125)",30,"Since the shipping sector cannot be easily  electrified, reducing carbon emissions remains  a big challenge, but optimisation of transport  routes and the use of sustainable biofuels are  relevant first steps.  ","['SDG_9', 'SDG_11']",,"['SDG_11', 'SDG_9']",0.4646
358,page 10 of ../pdf/orsted.pdf,"(963.7794799804688, 319.7132873535156, 1133.8582763671875, 386.4400939941406)",49,"• In the short term, biofuels can help reduce  emissions. Since not all biofuels are sustainable  alternatives to fossil fuels, we have developed  guidelines to help guarantee biofuel sustainabil- ity. We have also implemented these guidelines  as criteria in our new framework agreement for  fuels in our supply chain. ",['SDG_9'],,['SDG_9'],0.8625
359,page 10 of ../pdf/orsted.pdf,"(963.7806396484375, 394.720703125, 1135.4908447265625, 489.9423828125)",75,"• In the medium and long term, new green fuels,  such as ammonia produced from renewable  hydrogen and battery-driven vessels, will be key  technologies in driving the decarbonisation of  shipping. In 2020, we joined the Getting to Zero  Coalition – an initiative that unites think tanks,  IGOs, and over 100 stakeholders across and be- yond the shipping industry – where we contrib- ute to an ambition of launching commercially  viable net-zero emission vessels by 2030. ",,,,0.0
362,page 11 of ../pdf/orsted.pdf,"(39.685001373291016, 234.09799194335938, 452.4453125, 297.8539123535156)",44,"A large-scale build-out of renewable energy will impact our natural  environment. For deployment of renewable structures to continue at the  fast pace required, it is imperative that we continue to find ways to build  in balance with local habitats and species within these ecosystems.  ",,,,0.5574
364,page 11 of ../pdf/orsted.pdf,"(39.685001373291016, 344.3741149902344, 194.2674560546875, 546.8861083984375)",110,"Global biodiversity – the variety of life  found on land and at sea – is under  pressure. Animal populations worldwide  have declined by nearly 70 % since 1970,  and without decisive action, more than  half of the world’s terrestrial and marine  species will face extinction by 2100. A  decade ago, the majority of the world’s  governments adopted 20 biodiversity  targets through the Convention on Bio- logical Diversity to halt the accelerating  loss of biodiversity on land and in water.  Yet, in 2020, the UN's Global Biodiversity  Outlook report concluded that none  of these 20 targets had been fully met  at a global level, and only six had been  partially met.  ","['SDG_14', 'SDG_15']",['SDG_15'],"['SDG_15', 'SDG_14']",-0.6329
365,page 11 of ../pdf/orsted.pdf,"(39.685001373291016, 560.3741455078125, 196.43544006347656, 678.8861083984375)",54,"As climate change is posing a funda- mental threat to biodiversity, scaling  up renewable energy needs to play an  important role in protecting the world’s  ecosystems. However, installing and op- erating new renewable energy structures  at significantly increased scale will also  impact our natural environment. These  impacts must be considered and man- aged appropriately.  ","['SDG_7', 'SDG_13']",,"['SDG_13', 'SDG_7']",0.765
366,page 11 of ../pdf/orsted.pdf,"(39.68499755859375, 691.9025268554688, 194.8594207763672, 798.8861083984375)",43,"More renewable energy means more  focus on biodiversity As an energy industry, we seek to deliver  accelerated deployment of renewables  while supporting biodiversity manage- ment through protection, mitigation, or  compensation. This starts with devel- oping a comprehensive and strategic  approach to biodiversity management. ",,,,0.8251
367,page 11 of ../pdf/orsted.pdf,"(651.9650268554688, 104.37413024902344, 807.25927734375, 198.88612365722656)",48,"by foundation installation on marine  mammals and fish. In some circumstanc- es, it is possible to reduce the noise that  propagates into the marine environment  through the use of technology such as  a bubble curtain, which can reduce the  sound waves spreading within the sea- bed and water.  ",,,,0.0
368,page 11 of ../pdf/orsted.pdf,"(651.968505859375, 211.902587890625, 805.9908447265625, 282.8861999511719)",28,"Exploring opportunities to support  marine biodiversity Alongside our work to address negative  environmental impacts, we are also  exploring the potential for offshore wind  farms to support marine wildlife.  ","['SDG_13', 'SDG_14']",,"['SDG_13', 'SDG_14']",0.5106
369,page 11 of ../pdf/orsted.pdf,"(651.968505859375, 296.3741760253906, 809.4381713867188, 426.8861999511719)",64,"Firstly, underwater structures can play  a role in supporting marine biodiversity.  Wind turbine foundations and the scour  protection which may be installed to  protect foundations and cables can  create additional habitats for e.g., sea- weed, mussels, shellfish, and fish species  to colonise. These can, in turn, attract  additional species, increasing biodiversity  and productivity in the vicinity, an effect  known as the artificial reef effect. ","['SDG_7', 'SDG_14']","['SDG_14', 'SDG_2']","['SDG_7', 'SDG_2', 'SDG_14']",0.8885
370,page 11 of ../pdf/orsted.pdf,"(651.968505859375, 440.3741760253906, 810.1602783203125, 654.8861694335938)",121,"Secondly, wind farms can play a role in  supporting marine conservation alongside  required future protection of the seas. Less  than 10 % of the world’s seas are currently  designated as ‘marine protected areas’.  According to the United Nations’ Conven- tion on Biological Diversity, this needs to  increase to at least 30 % by 2030 to en- sure that marine health is maintained and  restored for the future. The extensive body  of data on physical and natural resources  collected to support siting and develop- ment of offshore wind farms can play  an important role in the identification of  future marine protected areas, and there  may be instances where co-location of  such protected areas within or near wind  farms could have mutual benefits.  ","['SDG_7', 'SDG_14']",,"['SDG_14', 'SDG_7']",0.9846
371,page 11 of ../pdf/orsted.pdf,"(651.968505859375, 668.3742065429688, 810.662841796875, 798.8861694335938)",79,"We are currently piloting projects to  explore this potential. At our wind farm  off the coast of the island of Anholt in  Denmark, we stacked boulders within the  wind farm to create stone reefs across  the wind farm and restore a rocky reef  habitat that had been lost. And at our  Borssele wind farms in the Netherlands,  we are laying pipes to encourage a nurs- ery ground for cod. With these projects,  we are building our knowledge of how  ",,,,0.6486
373,page 11 of ../pdf/orsted.pdf,"(822.9921264648438, 139.902587890625, 978.2622680664062, 270.8861999511719)",58,"A more programmatic approach to  biodiversity management Our current project-based approach to  biodiversity impact management has  allowed us to assess the local needs, reg- ulations, and stakeholder expectations  at specific sites, and design solutions ac- cordingly. As we accelerate the build-out  of green energy, our work will take place  in more diverse marine ecosystems in far  greater numbers.  ",['SDG_14'],,['SDG_14'],0.6486
375,page 11 of ../pdf/orsted.pdf,"(994.01611328125, 104.37419128417969, 1151.5277099609375, 306.8861999511719)",93,"er and more programmatic approach to  management of our biodiversity impacts   allowing us to: define specific biodiver- sity objectives for our company and  identify actions required to meet those  objectives; track our progress towards  objectives and report transparently  on them; and root our programme in a  clear cross-organisational governance  structure anchored in our Executive  Committee. This approach will help us  to continuously improve our ability to  manage potential adverse impacts and  find solutions to realise opportunities  within our work, such as the potential for  offshore wind farms to support marine  biodiversity and conservation. ",['SDG_14'],,['SDG_14'],0.9413
376,page 11 of ../pdf/orsted.pdf,"(210.712158203125, 344.3741760253906, 368.83782958984375, 498.8861999511719)",74,"At Ørsted, building and operating  offshore wind is presently our biggest ac- tivity, and we work diligently to manage  positive and negative impacts across all  our offshore activities. Wind farms are  large, complex infrastructure projects,  and building and operating them can  cause adverse impacts on the natural  environment. The noise from offshore  piling during installation can, for example,  temporarily disturb marine mammals,  and foundations and cables can alter the  seabed and existing underwater habitats.  ",,['SDG_14'],['SDG_14'],-0.4215
377,page 11 of ../pdf/orsted.pdf,"(210.712158203125, 512.3742065429688, 369.0705871582031, 690.8861694335938)",91,"That is why we have started work to  systematically address our approach to  how we manage impacts on biodiver- sity, focusing first and foremost on our  offshore wind activities. In accordance  with our Biodiversity policy, we always  carry out a full and detailed assessment  when planning new projects and tailor  our impact mitigation to the unique  marine environment at each of our sites.  We are dedicated to building renewable  energy in balance with our seas and have  already made a corporate commitment  to promoting the UN Global Compact’s  Sustainable Ocean Principles. ","['SDG_7', 'SDG_9', 'SDG_14']",,"['SDG_14', 'SDG_9', 'SDG_7']",0.8481
378,page 11 of ../pdf/orsted.pdf,"(210.70860290527344, 703.9026489257812, 364.9230041503906, 798.8861694335938)",50,"Best practices to manage impacts A substantial evidence base has been  developed on the impact that wind  farms have on the natural environment,  and this evidence base is ever growing  as the industry develops. Many of the  impacts are temporary, and we strive to  avoid, reduce, or mitigate any significant  ",,,,0.8316
379,page 11 of ../pdf/orsted.pdf,"(381.73260498046875, 344.37420654296875, 534.8829956054688, 438.88623046875)",40,"impacts in accordance with regulations  and best practice. To that end, we have  built substantial in-house environmental  expertise, and conduct detailed assess- ments of the environmental impact of  our wind farms following the mitigation  hierarchy, international standards, and  country-specific regulations.  ",['SDG_13'],,['SDG_13'],0.7184
380,page 11 of ../pdf/orsted.pdf,"(381.73260498046875, 452.37420654296875, 536.4190673828125, 510.88623046875)",32,"Our highly skilled environmental special- ists engage with regulators, environmen- tal NGOs, and other important stakehold- ers across all our projects to find the best  solutions to manage our impact on biodi- ",,,,0.9014
381,page 11 of ../pdf/orsted.pdf,"(381.73260498046875, 512.374267578125, 538.97265625, 666.88623046875)",79,"versity. We also undertake a wide range  of research on key environmental impacts  and mitigation approaches. Among oth- ers, this research includes the Ecosystem  and Passive Acoustic Monitoring (ECO- PAM) project, which will help advance re- search on the detection of North Atlantic  right whales and characterisation of their  habitat in offshore wind farm areas. The  ECO-PAM project is a partnership with the  University of Rhode Island, Woods Hole  Oceanographic Institution, and Rutgers,  the State University of New Jersey.   ","['SDG_13', 'SDG_14']",,"['SDG_13', 'SDG_14']",0.5423
382,page 11 of ../pdf/orsted.pdf,"(381.73260498046875, 680.374267578125, 538.0669555664062, 798.88623046875)",57,"Across our wind farms, we have also  piloted several cutting-edge initiatives to  avoid, reduce, or compensate for signif- icant negative environmental impacts.  We develop and use engineering and  technological solutions. For example,  during the construction phase, a range  of measures tailored to the wind farm  site can be implemented to manage the  impacts of underwater noise caused  ",['SDG_13'],,['SDG_13'],-0.6369
384,page 12 of ../pdf/orsted.pdf,"(39.685001373291016, 234.09799194335938, 461.420166015625, 297.8539123535156)",38,"When moving into new geographies, we encounter new and diverse local  community expectations. To manage these expectations effectively, we  must ensure that our approach to support and enable these communities   is strongly anchored across our increasingly global company. ",,,,0.8519
386,page 12 of ../pdf/orsted.pdf,"(39.685001373291016, 332.3741149902344, 196.80340576171875, 522.8861083984375)",97,"As large, complex infrastructure, our re- newable energy projects form a very tan- gible part of the communities in which  they are built, raising hopes as well as  concerns among local stakeholders. As  we seek to expand our installed renewa- ble energy capacity across Europe, North  America, and Asia Pacific, these expec- tations will diversify. While we already  have significant experience of working  proactively with local communities to re- alise shared benefits, as we scale up our  activities, we must develop a consistent,  systematic approach anchored in best  practice and in line with international  human rights standards. ",,,,0.9607
387,page 12 of ../pdf/orsted.pdf,"(39.685001373291016, 535.9025268554688, 189.8754119873047, 642.8861083984375)",48,"Collaboration leads to long-term  growth for local communities Green energy projects stimulate long- term economic growth for local commu- nities. Local businesses such as suppliers  of components or logistics services can  benefit directly from the construction  of wind and solar farms, while shops,  restaurants, and hotels can experience  ",,,,0.8807
388,page 12 of ../pdf/orsted.pdf,"(210.70899963378906, 332.3741149902344, 369.25311279296875, 498.8861389160156)",90,"increased footfall from those using local  facilities. The British coastal towns of  Grimsby and Hull are examples of how  local communities can be reinvigorated in  part due to the construction of our nearby  offshore wind farms, which involved 8,000  people. And in New Jersey, we partnered  with state and local authorities and EEW  to develop a new manufacturing facility  for turbine monopiles. This comes with a  USD 250 million investment in the state’s  offshore wind industry, bringing more than  500 high-paying jobs to the area and  opportunities for local suppliers.  ",['SDG_7'],,['SDG_7'],0.765
389,page 12 of ../pdf/orsted.pdf,"(210.70899963378906, 512.3741455078125, 367.3547058105469, 570.8861083984375)",33,"For onshore projects, in many rural com- munities, a new wind or solar farm is often  the single largest taxpaying entity, gener- ating stable, long-term revenue streams  to support county and school services. ",,,,0.5994
390,page 12 of ../pdf/orsted.pdf,"(210.70899963378906, 584.3741455078125, 367.9233703613281, 642.8861083984375)",32,"To help local communities take full ad- vantage of the job opportunities generat- ed by green energy activities, we collabo- rate with educational institutions to raise  skill levels for local aspiring professionals,  ",['SDG_4'],,['SDG_4'],0.7506
392,page 12 of ../pdf/orsted.pdf,"(381.7322998046875, 379.9026184082031, 536.3867797851562, 510.88623046875)",64,"Early engagement to address local  community concerns Green energy projects also bring change  to local communities. Change that can  be a cause for concern among our local  stakeholders, including concerns about: •  the noise impact of new energy struc- tures, such as anticipated noise from  construction or rotating turbine blades •  access to the sea, particularly among  local fisheries who seek to clarify how  ",['SDG_14'],,['SDG_14'],0.7351
393,page 12 of ../pdf/orsted.pdf,"(381.7322998046875, 512.374267578125, 530.082763671875, 570.88623046875)",24,"new offshore wind farms will affect  ongoing fisheries operations •  changes to the natural environment,  including how renewable energy will  affect local recreational areas.  ",,,,0.5574
394,page 12 of ../pdf/orsted.pdf,"(381.7322998046875, 584.374267578125, 536.8515014648438, 642.88623046875)",29,"Across all our projects, we address the  above-mentioned concerns to the great- est extent possible. We work to include  stakeholders early to understand their  concerns and design projects accordingly.  ",,,,0.6249
397,page 12 of ../pdf/orsted.pdf,"(838.1102905273438, 152.37413024902344, 979.0445556640625, 282.8861389160156)",59,"A large-scale green energy build- out relies on people with advanced  technical skills, typically those with  a background in science, technology,  engineering, or maths (STEM). We are  keen to source these skills locally.  Local officials, business groups, and  educational institutions are, in turn,  interested in building the necessary  skills in the local community to stim- ulate the local economy.  ",['SDG_4'],,['SDG_4'],0.8074
