id,page,bbox,text length,text,SDG
2192,page 76 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 361.06378173828125, 298.70098876953125, 412.5597839355469)",48,"In 2020, we worked hard to assist in the fight against COVID-19 and support our people in a range of ways. This included strengthening the country chair network so we could respond locally to the challenges of the pandemic and bringing together a global health alert monitoring team. ",['SDG_3']
2245,page 77 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39501953125, 602.8648071289062, 550.819091796875, 674.8087768554688)",66,"NEW ENERGY SKILLS As we grow our Renewables and Energy Solutions business (formerly New Energies), with investments in low-carbon technologies such as electric-vehicle charging and wind power, Shell and its employees will require new skills. We will focus on attracting and developing talented people with the right knowledge and skills, and will support staff to gain skills and retrain, for a world of increasing energy transition. ",['SDG_7']
2270,page 78 of ../pdf/shell-sustainability-report-2020.pdf,"(187.06138610839844, 640.697021484375, 296.4356994628906, 751.4700927734375)",60,Our activities can impact the   communities where we operate.  Through careful project design and  responsible management we aim to  minimise those impacts and avoid  human rights infringements. We do  this in line with the International  Finance Corporation’s Performance   Standards and the UN Guiding  Principles on Business and Human  Rights. We work with local   communities to jointly identify  solutions and opportunities. ,['SDG_16']
2303,page 79 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 506.56378173828125, 298.6849365234375, 558.0597534179688)",50,"We are currently well positioned to deliver these regulatory statements and to act when needed. For instance, in response to the outbreak of COVID-19 in Australia, we worked to ensure that our main personal protective equipment supplier and its sub-suppliers for the country complied with labour and human rights requirements. ",['SDG_3']
2337,page 80 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39398193359375, 520.5628051757812, 551.5939331054688, 612.0587768554688)",77,"In 2020, we announced a joint reforestation project with Tŝilhqot’in National Government in a region of Western Canada affected by recent wildfires. Shell-funded tree planting will be managed by Central Chilcotin Rehabilitation, a Tŝilhqot’in forestry company. The project aims to plant around 840,000 trees in affected areas that have not regenerated naturally. Potential benefits of the project include indigenous employment opportunities and forest ecosystem rejuvenation. It may also lead to opportunities to generate carbon credits in future. ","['SDG_15', 'SDG_3']"
2466,page 82 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 573.9727783203125, 298.989013671875, 675.916748046875)",96,"The Great Wall of China In 2020, we built an underground gas pipeline in Shaanxi province, which runs beneath the Great Wall of China. When planning the pipeline, we worked with local cultural heritage authorities to carry out an archaeological assessment. This revealed the potential for our planned construction to damage the wall’s foundations and disturb unknown buried historical objects. As a result, we selected a crossing point with the least potential impact, performed all construction activities at least 150 metres away from the wall and used directional drilling to bury the pipeline at sufficient depth. ",['SDG_11']
2618,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 160.11578369140625, 549.6581420898438, 242.05978393554688)",71,"HELPING OUR PARTNERS REDUCE EMISSIONS In 2020, we helped North Caspian Operating Company (Shell interest 16.8%), which operates the Kashagan oil and gas field in Kazakhstan, assess energy use on site and develop an emissions reduction strategy. This work highlighted measures that could reduce emissions, including implementing a methane leak detection and repair programme, recovering energy from waste heat and flared gas, and powering parts of the site with renewable energy. ",['SDG_7']
2619,page 86 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 250.56378173828125, 551.0418090820312, 332.0597839355469)",82,"LNG Canada (Shell interest 40%) is building a liquefied natural gas (LNG) export facility at Kitimat, British Columbia, which is expected to have one of the lowest greenhouse gas emission profiles for a project of its kind. Shell was closely involved in the design of the facility, which will use energy-efficient gas turbines and hydropower to reduce carbon emissions by 35% compared with the world’s best-performing LNG facilities. The project will improve the availability and affordability of natural gas for Asian markets. ",['SDG_7']
2858,page 94 of ../pdf/shell-sustainability-report-2020.pdf,"(58.192962646484375, 200.4967803955078, 550.9432373046875, 237.1187744140625)",108,"[A] Greenhouse gas emissions (GHG) comprise carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulphur hexafluoride and nitrogen trifluoride. The data are calculated using locally regulated methods where they exist. Where there is no locally regulated method, the data are calculated using the 2009 API Compendium, which is the recognised industry standard under the GHG Protocol Corporate Accounting and Reporting Standard. There are inherent limitations to the accuracy of such data. Oil and gas industry guidelines (IPIECA/API/IOGP) indicate that several sources of uncertainty can contribute to the overall uncertainty of a corporate emissions inventory. We have estimated the overall uncertainty for our direct GHG emissions to be around 2%. ",['SDG_3']
3093,page 100 of ../pdf/shell-sustainability-report-2020.pdf,"(310.7239990234375, 130.56378173828125, 552.3724365234375, 622.0597534179688)",488,"statements other than statements of historical fact are, or may be deemed to be, forward-looking statements. Forward-looking statements are statements of future expectations that are based on management’s current expectations and assumptions and involve known and unknown risks and uncertainties that could cause actual results, performance or events to differ materially from those expressed or implied in these statements. Forward- looking statements include, among other things, statements concerning the potential exposure of Shell to market risks and statements expressing management’s expectations, beliefs, estimates, forecasts, projections and assumptions. These forward-looking statements are identified by their use of terms and phrases such as “aim”, “ambition”, “anticipate”, “believe”, “could”, “estimate”, “expect”, “goals”, “intend”, “may”, “objectives”, “outlook”, “plan”, “probably”, “project”, “risks”, “schedule”, “seek”, “should”, “target”, “will” and similar terms and phrases. There are a number of factors that could affect the future operations of Shell and could cause those results to differ materially from those expressed in the forward-looking statements included in this Sustainability Report, including (without limitation): (a) price fluctuations in crude oil and natural gas; (b) changes in demand for Shell’s products; (c) currency fluctuations; (d) drilling and production results; (e) reserves estimates; (f) loss of market share and industry competition; (g) environmental and physical risks; (h) risks associated with the identification of suitable potential acquisition properties and targets, and successful negotiation and completion of such transactions; (i) the risk of doing business in developing countries and countries subject to international sanctions; (j) legislative, fiscal and regulatory developments including regulatory measures addressing climate change; (k) economic and financial market conditions in various countries and regions; (l) political risks, including the risks of expropriation and renegotiation of the terms of contracts with governmental entities, delays or advancements in the approval of projects and delays in the reimbursement for shared costs; (m) risks associated with the impact of pandemics, such as the COVID-19 (coronavirus) outbreak; and (n) changes in trading conditions. No assurance is provided that future dividend payments will match or exceed previous dividend payments. All forward-looking statements contained in this Sustainability Report are expressly qualified in their entirety by the cautionary statements contained or referred to in this section. Readers should not place undue reliance on forward-looking statements. Additional risk factors that may affect future results are contained in Royal Dutch Shell plc’s Form 20-F for the year ended December 31, 2020 (available at www.shell.com/investor and www.sec.gov). These risk factors also expressly qualify all forward-looking statements contained in this Sustainability Report and should be considered by the reader. Each forward-looking statement speaks only as of the date of this Sustainability Report, April 7, 2021. Neither Royal Dutch Shell plc nor any of its subsidiaries undertake any obligation to publicly update or revise any forward-looking statement as a result of new information, future events or other information. In light of these risks, results could differ materially from those stated, implied or inferred from the forward-looking statements contained in this Sustainability Report. ",['SDG_3']
