id,page,bbox,text_length,text,aurora,OSDG,combined,sentiment
401,page 16 of ../pdf/shell.pdf,"(310.3940124511719, 260.56378173828125, 543.5219116210938, 292.0597839355469)",25,The recommendations of the Task Force on Climate-related Financial Disclosures (TCFD) help to guide and inform our reporting in our Sustainability Report and Annual Report. ,['SDG_9'],,['SDG_9'],0.4019
402,page 16 of ../pdf/shell.pdf,"(310.3940124511719, 300.56378173828125, 533.9619750976562, 342.0597839355469)",30,"In January 2021, we agreed to adopt the Stakeholder Capitalism Metrics, a set of environmental, social and governance metrics released by the World Economic Forum and its International Business Council. ",,,,0.4215
404,page 16 of ../pdf/shell.pdf,"(310.3940124511719, 390.11578369140625, 549.154052734375, 442.0597839355469)",40,REPORT REVIEW PANEL We use an external review panel to strengthen our sustainability reporting. The panel helps evaluate and improve the quality and credibility of our Sustainability Report. The 2020 Report Review Panel comprised five sustainability and corporate reporting experts: ,"['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.7783
410,page 16 of ../pdf/shell.pdf,"(310.3940124511719, 552.5637817382812, 547.634033203125, 604.0597534179688)",41,"The panel provided input into our topic selection process. They reviewed the report, discussed Shell’s reporting and spoke to relevant Shell employees to prepare their statement. The panel’s mandate focused on the quality of Shell’s reporting, including credibility, completeness and responsiveness. ",['SDG_9'],,['SDG_9'],0.3818
420,page 17 of ../pdf/shell.pdf,"(64.6929931640625, 167.86981201171875, 214.9009552001953, 219.81381225585938)",26,"Focus on strategic priorities More clearly articulate how Shell’s sustainability priorities intersect with its core business strategy to drive decisions, such as resource allocation and prioritisation. ",['SDG_9'],,['SDG_9'],0.4576
421,page 17 of ../pdf/shell.pdf,"(237.5159912109375, 178.31781005859375, 544.1639404296875, 219.81381225585938)",49,"The 2020 report organises content under the four main goals of Shell’s Powering Progress business strategy – generating shareholder value, achieving net-zero emissions, powering lives and respecting nature – and our core values of honesty, integrity and respect for people and our focus on safety (see Sustainability at Shell). ","['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.9674
422,page 17 of ../pdf/shell.pdf,"(64.6929931640625, 227.07183837890625, 221.9249725341797, 268.5678405761719)",27,"More effectively convey the big picture of Shell’s place in society – including both risks and opportunities, and how business can help address society’s most pressing challenges. ",,,,0.7889
423,page 17 of ../pdf/shell.pdf,"(237.5159912109375, 227.07183837890625, 540.3800659179688, 278.5678405761719)",58,"You can read case studies and commentary about Shell’s progress in creating value for wider society, including our response to challenges related to climate change, the environment, diversity and inclusion, and human rights. In 2020, Shell worked to assist in the global response to the COVID-19 pandemic (see Shell's response to COVID-19). See also Letter from the CEO. ","['SDG_3', 'SDG_13']",,"['SDG_3', 'SDG_13']",0.7717
424,page 17 of ../pdf/shell.pdf,"(64.6929931640625, 285.8258361816406, 209.50900268554688, 327.32183837890625)",20,Engage readers who are not sustainability experts but are concerned about material issues such as climate change and ecological integrity. ,"['SDG_9', 'SDG_13']",,"['SDG_9', 'SDG_13']",0.6249
425,page 17 of ../pdf/shell.pdf,"(237.5159912109375, 285.8258361816406, 543.2760009765625, 327.32183837890625)",44,"We continue to improve the relevance and readability of the report by clearly describing Shell’s role in addressing global challenges. This includes details of our Powering Progress business strategy, which builds on Shell’s long-standing commitment to contribute to sustainable development (see Sustainability at Shell). ","['SDG_9', 'SDG_12', 'SDG_17']",,"['SDG_9', 'SDG_12', 'SDG_17']",0.8834
426,page 17 of ../pdf/shell.pdf,"(237.5159912109375, 335.8258361816406, 544.2280883789062, 367.32183837890625)",31,"We have also increased the number of links within the report, including to www.shell.com, and improved the topic selection filter on the homepage to direct readers more easily to relevant content. ",,,,0.8016
427,page 17 of ../pdf/shell.pdf,"(64.6929931640625, 374.1318359375, 227.7490692138672, 446.0758361816406)",43,Measuring sustainability performance Further improve the balance of the report by articulating in more depth the potential challenges facing key business areas. Provide more context and explanation for the metrics so that readers are better able to assess changes in performance and progress. ,"['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.836
428,page 17 of ../pdf/shell.pdf,"(237.5159912109375, 384.579833984375, 537.1080932617188, 426.0758361816406)",48,"We focused on improving the quality of performance commentary for data tables in the report, seeking to ensure it is complete, balanced and fair. You can find commentary on the factors that influence our performance, including explanations for relevant graphs, within the safety, environment and social performance sections. ",['SDG_9'],,['SDG_9'],0.9022
429,page 17 of ../pdf/shell.pdf,"(64.69296264648438, 453.3338317871094, 210.94097900390625, 484.829833984375)",20,Develop new ways to measure and convey the impact of the steps Shell is taking to evolve its safety culture. ,,,,0.4215
430,page 17 of ../pdf/shell.pdf,"(237.51596069335938, 453.3338317871094, 538.6359252929688, 504.829833984375)",61,"In 2020, we started to deploy our refreshed approach to safety. We plan to report on a new metric (from 2021) which will measure our performance in serious injury and fatal incidents. It has a more consistent focus across the organisation on the way people, culture, equipment, work systems and processes all interact (see Our approach to safety and Process safety). ",,,,-0.25
432,page 17 of ../pdf/shell.pdf,"(237.51596069335938, 512.0878295898438, 539.676025390625, 543.5838012695312)",34,"You can find information about our extensive work with others in Collaborations and stakeholder engagement, as well as case studies and details of new initiatives across the report. See also Social and Environmental partners. ",,,,0.6249
441,page 18 of ../pdf/shell.pdf,"(56.69300079345703, 136.56378173828125, 296.0929870605469, 188.05978393554688)",46,"“We have had the opportunity to review two drafts of the 2020 Sustainability Report and provided both written and verbal feedback to Shell in relation to the quality of sustainability reporting. During this process, Shell has been responsive to feedback, providing clarifications on language and approach. ",['SDG_9'],,['SDG_9'],0.6486
442,page 18 of ../pdf/shell.pdf,"(56.69300079345703, 196.56378173828125, 291.6770324707031, 258.0597839355469)",61,"Following the panel’s review of the 2019 Sustainability Report, Shell has pursued further efforts to make content accessible to all readers, while serving the individual needs of its diverse stakeholders. We welcome the clear language and structure this year, and the effort to frame the majority of sections with a mixture of accessible content, contextual diagrams and more detailed technical terminology. ",['SDG_9'],,['SDG_9'],0.6808
443,page 18 of ../pdf/shell.pdf,"(56.69300079345703, 266.56378173828125, 292.6529235839844, 328.0597839355469)",54,"The panel acknowledges the significant global challenges in 2020 caused by the COVID-19 pandemic and the impact on business and data collection. Shell was responsive to suggestions that the report clearly communicate its efforts to address the pandemic in relation to its operations and suppliers, and the broader context of its role in society. ",['SDG_3'],,['SDG_3'],0.743
444,page 18 of ../pdf/shell.pdf,"(56.69300079345703, 336.56378173828125, 296.5329895019531, 388.0597839355469)",47,"Clarity of reporting has improved in many areas, including its strategic approach and improved framing of metrics with contextual information, as recommended by the panel in 2019. The explicit connection between sustainability strategy and the actions taken by Shell could be strengthened by featuring more case studies. ","['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.91
446,page 18 of ../pdf/shell.pdf,"(56.69300079345703, 426.56378173828125, 292.9010314941406, 468.0597839355469)",38,"We commend the improvements in safety culture and reporting. We would encourage Shell to explore opportunities for greater use of forward-looking metrics with its disclosure, for example, on process safety where current disclosure consists entirely of lagging indicators. ",,,,0.9415
447,page 18 of ../pdf/shell.pdf,"(310.3940124511719, 96.56377410888672, 550.1619873046875, 168.05978393554688)",61,"Shell has the potential to become a leader in evolving areas of sustainability disclosure, particularly water – where localised, context- based reporting is key to understanding a company’s impact – and strategies to reduce greenhouse gas emissions. There are areas where strategy remains less evident, notably renewable energy and, in a broader context, systemic changes and opportunities of the energy transition. ","['SDG_9', 'SDG_12', 'SDG_13']",['SDG_7'],"['SDG_7', 'SDG_12', 'SDG_13', 'SDG_9']",0.7003
448,page 18 of ../pdf/shell.pdf,"(310.3940124511719, 176.56378173828125, 548.177978515625, 268.0597839355469)",87,"We recognise that there was reduced opportunity for stakeholder engagement during the 2020 reporting period, not least the difficulty of in-person contact. While we are aware of Shell’s efforts to engage with a wide range of stakeholders and to include diverse external voices in the report, the panel would welcome more details on Shell’s engagement across sustainability topics, particularly challenges that have emerged and how they have been addressed. We appreciated that Shell included information on its implementation of international standards, including those relating to human rights. ","['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.9591
449,page 18 of ../pdf/shell.pdf,"(310.3940124511719, 276.56378173828125, 552.3062133789062, 358.0597839355469)",79,"This report more clearly sets out Shell’s approach to the UN Sustainable Development Goals and their consideration in its business. We welcome Shell’s articulation of its responsibility and role in society, including its acknowledgement that further changes to its business plans will be needed to meet its sustainability goals. This will become more relevant as society’s efforts to move towards a net-zero emissions future imply changes to energy production and supply, and as standards around sustainability continue to evolve. ","['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.796
450,page 18 of ../pdf/shell.pdf,"(310.3940124511719, 366.56378173828125, 552.0819702148438, 398.0597839355469)",37,"In the future, the panel would hope to see more detail on Shell’s supply chain strategy and its use of new and existing technologies and how these contribute to the pace of change of the energy transition. ",,,,0.6124
451,page 18 of ../pdf/shell.pdf,"(310.3940124511719, 406.56378173828125, 552.0098876953125, 438.0597839355469)",30,We would like to thank Shell for the opportunity to share our feedback here and throughout the drafting process and we look forward to reading the next Shell Sustainability Report.” ,['SDG_9'],,['SDG_9'],0.8402
459,page 19 of ../pdf/shell.pdf,"(56.69300079345703, 591.788818359375, 240.41307067871094, 681.6888427734375)",35,"Our Powering Progress strategy is underpinned by our core values of honesty, integrity and respect for people, and our focus on safety. This includes our commitment to doing business in an ethical and transparent way. ",,,,0.9686
469,page 20 of ../pdf/shell.pdf,"(56.69300079345703, 130.11578369140625, 296.6130065917969, 202.05978393554688)",53,"ETHICAL LEADERSHIP Our core values of honesty, integrity and respect for people underpin our work with employees, customers, investors, contractors, suppliers, non-governmental organisations and others. The Shell General Business Principles, introduced more than 40 years ago, describe our core values, our responsibilities and the principles and behaviours that guide how we do business. ",,,,0.9541
470,page 20 of ../pdf/shell.pdf,"(56.69300079345703, 210.11578369140625, 295.59698486328125, 262.0597839355469)",41,"Ethical leadership during COVID-19 In 2020, we stepped up efforts to support our employees, contractors and those we do business with to make the right ethical choices and adhere to Shell’s compliance expectations in response to challenges from the COVID-19 pandemic. ",['SDG_3'],,['SDG_3'],0.8625
471,page 20 of ../pdf/shell.pdf,"(56.69300079345703, 270.56378173828125, 292.13299560546875, 352.0597839355469)",74,"We developed guidance on COVID-19 to help Shell leaders set the tone for behaving ethically and to promote compliance in their teams. We offered additional practical advice on avoiding potential breaches of our Code of Conduct. This advice covered managing potential conflicts of interest while working at home, where work and family lines may be blurred. We issued reminders to complete mandatory training and emphasised that leaders should ensure people feel comfortable speaking up. ",,,,0.8591
473,page 20 of ../pdf/shell.pdf,"(56.69300079345703, 540.9208374023438, 297.94097900390625, 582.4168090820312)",42,"This work built on the ethical leadership expectations programme, which was introduced in 2018 and continues to be rolled out for senior leaders across Shell. The programme was designed to reinforce the level of commitment to ethics and compliance in senior leaders. ",,,,0.7096
474,page 20 of ../pdf/shell.pdf,"(56.69300079345703, 590.9208374023438, 298.99700927734375, 652.4168090820312)",65,"In 2020, we also developed a new decision-making framework to ensure that we continue to make ethical decisions in line with our Code of Conduct. The framework, which has been externally reviewed, will help staff to think through, in a structured way, the legal, ethical and external consequences of the various decisions they face in their daily work. We are launching the framework in 2021. ",,,,0.9081
475,page 20 of ../pdf/shell.pdf,"(56.69300079345703, 660.4728393554688, 295.3249816894531, 742.4168090820312)",64,"Supply chain In 2020, we took steps to strengthen and simplify our approach to working with suppliers and contractors amid COVID-19 uncertainties. For example, we adapted our due diligence assessments to ensure partners that look to save costs do not compromise ethical conduct. We also produced additional COVID-19 guidance for employees, highlighting potential corruption and money laundering risks in supply chain and relief donations. ",['SDG_16'],['SDG_16'],['SDG_16'],0.6121
476,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 130.1148681640625, 539.3619384765625, 182.05886840820312)",34,"Speaking up Shell employees, contractors and any third party can report any potential breaches of the Code of Conduct confidentially and anonymously through several channels, including a global helpline, operated by an independent provider. ",,,,0.4019
477,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 190.5628662109375, 547.330078125, 252.05886840820312)",55,"Shell has specialists who investigate concerns or allegations about a breach of our Code of Conduct. If a breach is substantiated, the relevant Shell company will take appropriate action up to and including a contract termination or dismissal. We maintain a stringent no retaliation policy to protect any person making an allegation in good faith. ",,,,0.7269
478,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 260.1148681640625, 547.218017578125, 312.0588684082031)",44,ANTI-BRIBERY AND CORRUPTION Shell has rules on anti-bribery and corruption in our Code of Conduct and Ethics and Compliance Manual. Both are available publicly online. Contractors and consultants are also required to act consistently with our Code of Conduct when acting on our behalf. ,['SDG_16'],,['SDG_16'],0.0
479,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 320.5628662109375, 534.818115234375, 382.0588684082031)",58,"In 2020, we also made our Code of Conduct training publicly available, with the aim to ensure contract staff working for Shell understand their personal responsibilities. In addition, using a risk- based approach, we started offering select third parties, such as distributors and suppliers, an online anti-bribery and corruption training course, free of charge and in several languages. ",['SDG_16'],,['SDG_16'],0.7579
480,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 390.5628662109375, 549.3859252929688, 482.0588684082031)",96,"In March 2021, Shell and four former employees were acquitted in a long-running trial in Milan related to a Nigerian oil block called OPL 245. Shell has always maintained that the 2011 settlement with the Federal Government of Nigeria and Eni that was at the heart of this trial was a legal transaction, so we welcome the ruling. This has been a difficult learning experience for Shell. Business integrity is one of our core values and we continue to work hard to raise standards in this area. You can read Shell's detailed response at www.shell.com/shell- comments-on-the-verdict-from-the-milan-tribunal-over-opl-245 ",,,,0.6461
481,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 490.1148681640625, 545.8340454101562, 532.058837890625)",31,"PERSONAL DATA Shell respects the privacy of individuals and recognises that personal data belong to the individual. We take action to manage personal data in a professional, lawful and ethical way. ",,,,0.6808
482,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 540.5628662109375, 550.993896484375, 642.058837890625)",104,"Our privacy policies, notices and other customer agreements clearly define the data we are collecting, why they are being collected, who has access to them and for how long. We seek to process only the minimum data required, such as when customers participate in loyalty schemes or pay for fuel on their phones without leaving their vehicle. Personal data processed in our systems are secured appropriately and treated with respect to maintain privacy for our employees, partners and millions of customers around the world. The COVID-19 pandemic increased the need to process personal data, for example, when employees, suppliers and others visit our premises. ",['SDG_3'],,['SDG_3'],0.93
483,page 20 of ../pdf/shell.pdf,"(310.3940124511719, 650.5628662109375, 551.72216796875, 732.058837890625)",85,"Our specialists work closely with teams across Shell to maintain compliance with our data privacy standards and to ensure that we use data in an ethical way. In 2020, we continued to evolve our approach. For example, we analysed new data privacy regulations, such as those in Brazil and California, USA, and the advice of regulatory and industry bodies, including the World Federation of Advertisers. We also review our marketing standards, including our apps and websites, to keep them up to date with best practices. ",,,,0.8779
509,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 96.11577606201172, 546.7782592773438, 168.05978393554688)",52,"Cyber security Shell is subjected to frequent cyber-security attacks, including attacks targeting our customer database, and the COVID-19 pandemic led to an increase in such activity. Data breaches have occurred at Shell. Where systems, customer accounts and data have been compromised, we have notified data privacy regulators and affected customers where appropriate. ",['SDG_3'],,['SDG_3'],-0.4019
510,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 176.56378173828125, 549.9939575195312, 228.05978393554688)",49,"We regularly monitor our IT systems for possible vulnerabilities to cyber attacks. Our incident-handling process helps to ensure that we deal effectively with an issue. The process also helps us to meet the most stringent regulatory reporting timelines, for example, the 72-hour requirement under the General Data Protection Regulation. ",,,,0.7351
511,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 236.56378173828125, 526.6179809570312, 268.0597839355469)",20,Read more about our values at www.shell.com/values and our requirements for our businesses and functions to comply with at www.shell.com/shell-ethics-and-compliance-manual ,,,,0.4522
512,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 276.11578369140625, 548.9061279296875, 348.0597839355469)",55,"COLLABORATIONS AND STAKEHOLDER ENGAGEMENT We work with governments, non-governmental organisations, industry bodies, national oil and gas companies and many other businesses. These collaborations range from working together on a project to sponsoring a particular group. These efforts help us learn, share best practice, achieve specific objectives, set future goals and build trust with our stakeholders. ",,,,0.9445
513,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 356.56378173828125, 530.2100219726562, 398.0597839355469)",31,"For example, we work with Building Responsibly, a group of companies that collaborate to promote the rights and welfare of workers across the engineering and construction industries (see Respecting human rights). ",,,,0.7003
514,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 406.11578369140625, 547.5700073242188, 478.0597839355469)",63,"Working together to lower emissions We are a founding member of the Energy Transitions Commission, which brings together leaders from other energy companies, financial institutions, wider industry partners and civil society groups. The commission aims to achieve net-zero emissions by mid-century, in line with the Paris Agreement climate goal of limiting global warming to well below two degrees Celsius and ideally to 1.5°C. ",['SDG_13'],,['SDG_13'],0.8658
515,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 486.56378173828125, 549.3224487304688, 518.0597534179688)",34,"In 2020, the commission released the Making Mission Possible: Delivering A Net-Zero Economy report. Shell welcomes the report, which sets out the milestones in the 2020s to put the commission’s 2050 targets within reach. ",,,,0.4215
516,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 526.5637817382812, 551.7941284179688, 628.0597534179688)",94,"Shell also worked with the UN Environment Programme, Environmental Defense Fund, energy businesses and others to develop an updated Oil & Gas Methane Partnership 2.0 reporting framework for tracking methane emissions. The framework agreement was signed in 2020, and makes it easier for officials, investors and the public to accurately track and compare performance across companies. European Union policymakers are considering using it as a basis for legislation. Shell was also part of a group of energy companies and environmental organisations which shared recommendations with the European Commission on how to reduce methane emissions. ",['SDG_17'],,['SDG_17'],0.9022
517,page 21 of ../pdf/shell.pdf,"(310.39398193359375, 636.5637817382812, 550.498291015625, 728.0597534179688)",97,"We also work with the Oil and Gas Climate Initiative, a voluntary CEO-led group that focuses on carbon capture, utilisation and storage, methane detection and reduction, as well as energy efficiency. In 2020, the group announced a new target to reduce the collective average carbon intensity of member companies’ aggregated upstream oil and gas operations to between 20 kilograms and 21 kilograms of carbon dioxide equivalent per barrel of oil equivalent by 2025. This target is consistent with the reduction needed across the oil and gas industry by 2025 to support the goals of the Paris Agreement. ",['SDG_13'],['SDG_7'],"['SDG_7', 'SDG_13']",0.891
524,page 22 of ../pdf/shell.pdf,"(56.69300079345703, 108.61882781982422, 551.4769287109375, 140.56283569335938)",29,COLLABORATIONS OVERVIEW The table shows some of the organisations that we collaborate with globally on topics such as environmental sustainability and technology. Shell also works with many community-based organisations. ,"['SDG_9', 'SDG_15']",,"['SDG_9', 'SDG_15']",0.0
573,page 23 of ../pdf/shell.pdf,"(56.69300079345703, 96.11577606201172, 297.0289611816406, 158.05978393554688)",45,"POLITICAL ENGAGEMENT Shell engages governments, regulators and policymakers to help shape comprehensive and effective policy, legislation and regulation. We advocate our positions on matters which affect us, our employees, customers, shareholders or local communities, in accordance with our values and the Shell General Business Principles. ",['SDG_16'],,['SDG_16'],0.9364
574,page 23 of ../pdf/shell.pdf,"(56.6929931640625, 166.56378173828125, 283.125, 208.05978393554688)",27,We provide our statement on corporate political engagement and positions on key public issues on our website www.shell.com/ advocacy. Shell senior executives endorse our advocacy priorities annually. ,,,,0.6486
575,page 23 of ../pdf/shell.pdf,"(56.6929931640625, 216.56378173828125, 284.868896484375, 258.0597839355469)",33,"We also advocate to political stakeholders indirectly, for example, through industry associations or advocacy coalitions. Our Industry Associations Climate Review 2021 assesses our alignment with key industry associations on Shell’s climate-related policy positions. ",['SDG_13'],,['SDG_13'],0.0
576,page 23 of ../pdf/shell.pdf,"(56.6929931640625, 266.56378173828125, 286.53302001953125, 308.0597839355469)",39,Examples of our advocacy in practice are support for the European Union’s (EU) target to achieve climate neutrality by 2050 and advocating a return to the direct regulation of methane emissions under the Clean Air Act in the USA. ,,,,0.6597
577,page 23 of ../pdf/shell.pdf,"(56.6929931640625, 316.56378173828125, 297.7410888671875, 398.0597839355469)",71,"Shell companies do not make payments to political parties, organisations or their representatives. Shell employees, suppliers or contractors acting on behalf of Shell must not use Shell funds or resources, either directly or indirectly, to help fund political campaigns, political parties, political candidates, or anyone associated with them. Political payments or in-kind contributions must never be made by or on behalf of Shell companies or by industry associations with Shell funds. ",,,,0.7964
578,page 23 of ../pdf/shell.pdf,"(56.6929931640625, 406.56378173828125, 292.4769287109375, 488.0597839355469)",68,"In the USA, Shell Oil Company administers the non-partisan Shell Oil Company Employees’ Political Awareness Committee (SEPAC), a political action committee registered with the US Federal Election Commission. Eligible employees may make voluntary personal contributions to the SEPAC. All employees’ contributions comply with federal and state law and are publicly reported in accordance with US election laws. Shell Oil Company does not exercise control over SEPAC’s funding decisions. ",,,,0.0
579,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 96.56377410888672, 550.4100341796875, 188.05978393554688)",92,"In accordance with the Shell General Business Principles, all Shell staff and people working in joint ventures we operate are required to comply with all applicable laws and regulations of the countries in which we operate, including on lobbying. We report on our lobbying activities in line with local requirements. For example, in the EU and the USA, we report our costs relating to lobbying activities in line with the requirements and guidelines set out in the EU Transparency Register and the US Lobbying Disclosure Act, respectively. These submissions are publicly available. ",,,,0.0516
580,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 196.11578369140625, 549.6983032226562, 248.05978393554688)",48,"TAX TRANSPARENCY Taxes are a vital source of revenue for countries around the world and help to fund essential services like education, health care and transport. In times of crisis such as the COVID-19 pandemic, taxes are also central to government policies to support people’s lives and livelihoods. ","['SDG_3', 'SDG_4']",['SDG_16'],"['SDG_4', 'SDG_3', 'SDG_16']",0.8442
581,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 256.56378173828125, 549.7301025390625, 288.0597839355469)",25,"Being transparent is about showing how developing energy resources responsibly provides governments with an opportunity to generate revenues, support economic growth and enhance social development. ",,,,0.8481
582,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 296.56378173828125, 548.8820190429688, 348.0597839355469)",41,Shell publishes a Tax Contribution Report annually which sets out the corporate income tax that Shell companies paid in countries and locations around the world where Shell companies have a taxable presence. You can read our latest report at https://reports.shell.com/ tax-contribution-report/2019 ,,,,0.0
583,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 356.56378173828125, 547.9859008789062, 388.0597839355469)",27,"The Tax Contribution Report builds on the information we disclose in our Annual Report and Accounts, Form 20-F, the Sustainability Report and the Payments to Governments Report. ","['SDG_9', 'SDG_12']",,"['SDG_9', 'SDG_12']",0.0
584,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 396.56378173828125, 539.6819458007812, 468.0597839355469)",66,"The report shows how our business activities are taxed globally. It outlines Shell’s approach to tax which is centred on compliance, transparency and open dialogue. Compliance is embedded in our Shell General Business Principles and the Code of Conduct. We do not condone, encourage or support tax evasion. In the report, we share information about our use of tax incentives and where we operate and why. ",,,,0.542
585,page 23 of ../pdf/shell.pdf,"(310.39398193359375, 476.56378173828125, 549.5620727539062, 498.0597839355469)",22,"In 2020, Shell paid more than $47.3 billion to governments. We paid $3.4 billion in corporate income taxes, $3.5 billion in government ",,,,0.0
608,page 24 of ../pdf/shell.pdf,"(56.69300079345703, 96.56377410888672, 296.7969970703125, 118.05977630615234)",23,"royalties and collected $40.4 billion in excise duties, sales taxes and similar levies on our fuel and other products on behalf of governments. ",['SDG_17'],,['SDG_17'],0.0
609,page 24 of ../pdf/shell.pdf,"(56.69300079345703, 126.11577606201172, 296.2449951171875, 168.05978393554688)",28,Incentives and low-tax jurisdictions Governments use tax incentives to encourage investment in their country. Shell uses available and appropriate tax incentives where we have a qualifying business activity. ,,,,0.8481
610,page 24 of ../pdf/shell.pdf,"(56.69300079345703, 176.56378173828125, 296.9329528808594, 218.05978393554688)",42,"For example, in Poland, the government has designated zones to accelerate economic development. We created jobs in one of these economic development zones in Krakow and as a result qualify for tax incentives that partially exempt us from paying corporate income tax. ",,,,0.5719
611,page 24 of ../pdf/shell.pdf,"(56.69300079345703, 226.56378173828125, 295.1329345703125, 248.05978393554688)",21,"Governments sometimes set low corporate income tax rates to attract investment. When we are present in low-tax jurisdictions, we are there ",,,,0.1027
613,page 24 of ../pdf/shell.pdf,"(310.3940124511719, 126.56377410888672, 538.946044921875, 168.05978393554688)",37,"In 2019, we launched a review of parts of our corporate structure against our Shell Responsible Tax Principles, which have been developed with the non-profit organisation, The B Team, and which guide our decisions on tax matters. ",,,,0.4404
614,page 24 of ../pdf/shell.pdf,"(310.3940124511719, 176.56378173828125, 550.76220703125, 238.05978393554688)",62,"We frequently review our corporate and financing structures to ensure these remain consistent with our policies and principles. This has led to the liquidation and restructuring of some entities that were in low- or zero-tax jurisdictions. For example, in 2019, we ended our financing activities from Switzerland to some Shell operating companies and, in 2020, we ceased our lending activities in Bermuda. ",,,,0.128
617,page 24 of ../pdf/shell.pdf,"(113.60880279541016, 316.269775390625, 534.7470703125, 327.76275634765625)",21,Tax is a core part of corporate governance and responsibility and is overseen by Royal Dutch Shell plc’s Board of Directors. ,,,,0.0
619,page 24 of ../pdf/shell.pdf,"(113.60880279541016, 374.0045166015625, 552.1821899414062, 395.09527587890625)",34,"We are committed to complying with the tax legislation of the countries in which we operate and pay the right amount of tax at  the right time, in the countries where we create value. ",,,,0.6369
621,page 24 of ../pdf/shell.pdf,"(113.60880279541016, 438.5996398925781, 547.4556274414062, 459.689697265625)",29,"We will only use business structures that are driven by commercial considerations, are aligned with business activity and which  have genuine substance. We do not seek abusive tax results. ",,,,0.5216
625,page 24 of ../pdf/shell.pdf,"(113.60880279541016, 569.681884765625, 523.2299194335938, 590.77197265625)",23,"Where we claim tax incentives offered by governments, we seek to ensure that they are transparent and consistent with  statutory and regulatory frameworks. ",,,,0.5994
627,page 24 of ../pdf/shell.pdf,"(113.60880279541016, 633.244140625, 551.6145629882812, 654.3342895507812)",26,"We engage constructively in national and international dialogue with governments, business groups and civil society to support  the development of effective tax systems, legislation and administration. ",,,,0.802
629,page 24 of ../pdf/shell.pdf,"(113.60880279541016, 698.1837768554688, 518.6708374023438, 719.27392578125)",26,"We provide regular information to our stakeholders, including investors, policymakers, employees, professional service  providers and the general public about our approach to tax and taxes paid. ",,,,0.0
637,page 25 of ../pdf/shell.pdf,"(56.69300079345703, 130.11578369140625, 289.2129821777344, 172.05978393554688)",36,OUR APPROACH TO SAFETY Safety is central to the responsible delivery of energy. We aim to do no harm to people and to have no leaks across our operations. We call this our Goal Zero ambition. ,,,,0.4278
638,page 25 of ../pdf/shell.pdf,"(56.69300079345703, 180.56378173828125, 295.7330017089844, 212.05978393554688)",28,We expect everyone working for Shell only to start work when all required safety measures are in place and to intervene when anything appears unsafe or conditions change. ,,,,0.4215
639,page 25 of ../pdf/shell.pdf,"(56.69300079345703, 220.56378173828125, 293.0450134277344, 252.05978393554688)",21,"We investigate incidents and aim to learn from them, sharing findings to improve safety performance across our organisation and our industry. ",,,,0.8176
640,page 25 of ../pdf/shell.pdf,"(66.61399841308594, 408.2718200683594, 275.400390625, 425.59332275390625)",24,Shell staff in the USA practice social distancing for a briefing as part of efforts to stay safe in response to the COVID-19 pandemic. ,['SDG_3'],,['SDG_3'],0.4404
641,page 25 of ../pdf/shell.pdf,"(56.69300079345703, 440.9208068847656, 298.4449462890625, 482.41680908203125)",39,"We help all Shell employees and contractors to comply with our safety standards and requirements, including our mandatory Life-Saving Rules. We discuss dilemmas, share ideas and learn together how rules and procedures apply in the context of our work. ",,,,0.7906
642,page 25 of ../pdf/shell.pdf,"(56.69300079345703, 490.9208068847656, 291.85302734375, 532.4168090820312)",38,"In response to the COVID-19 pandemic, we took additional steps to make workplaces safe for staff and contractors, for example, supporting our business partners to set up extra accommodations for frontline contractors to allow for greater social distancing. ",['SDG_3'],,['SDG_3'],0.8481
