id,page,bbox,text_length,text,aurora,OSDG,combined,sentiment
2939,page 35 of ../pdf/generalmills.pdf,"(54.0, 290.364013671875, 723.682861328125, 313.6259765625)",73,"*General Mills regenerative agriculture efforts will focus on our most GHG emissions-intensive ingredient categories: wheat, oats, dry corn/sweeteners, fats and oils, dairy, sugar, chocolate/cocoa, meat, nuts and miscellaneous grains  (barley, cassava, rice). One million acres represents about 20% of our sourcing footprint in North America. We are developing measurement and tracking criteria and plan to report progress against this goal in the next fiscal year. See  Understanding impacts and assessing progress for detail. ",,,,0.5106
2941,page 35 of ../pdf/generalmills.pdf,"(230.7100067138672, 560.4331665039062, 415.5317687988281, 596.3229370117188)",36,"SOIL HEALTH: Soil is a complex ecosystem that forms  the base of the food chain for humans and land animals.  It plays an essential role in cleaning and storing water,  supporting biodiversity and regulating the climate. ","['SDG_6', 'SDG_13']",['SDG_2'],"['SDG_6', 'SDG_13', 'SDG_2']",0.5994
2942,page 35 of ../pdf/generalmills.pdf,"(194.6099853515625, 485.0479431152344, 359.8560791015625, 538.9332275390625)",35,"WATER MANAGEMENT:   Regenerative agriculture helps maximize   water use efficiency in rain-fed and irrigated   systems, and can reduce agriculture’s impact on   water quality, helping to protect and restore clean  water in nearby streams, rivers and lakes. ",['SDG_9'],['SDG_6'],"['SDG_6', 'SDG_9']",0.9153
2943,page 35 of ../pdf/generalmills.pdf,"(209.72000122070312, 396.2596435546875, 321.3988342285156, 450.1448669433594)",22,"BIODIVERSITY: Diversity in crop  varieties, grazing animals, wildlife  and pollinators supports resilient  ecosystems that can better  withstand disease, pests and  climate shocks. ","['SDG_9', 'SDG_13', 'SDG_14']",['SDG_2'],"['SDG_14', 'SDG_9', 'SDG_13', 'SDG_2']",0.4215
2945,page 35 of ../pdf/generalmills.pdf,"(635.2582397460938, 405.9114074707031, 738.6217041015625, 450.5626220703125)",21,Rotational grazing and feeding  cows a diverse mix of crops  support cow health and  increase resiliency across the  whole dairy ecosystem. ,,,,0.6124
2954,page 35 of ../pdf/generalmills.pdf,"(578.40966796875, 526.3513793945312, 738.6214599609375, 571.0026245117188)",29,Regenerative agriculture practices reduce   the need for more expensive inputs by   fostering natural nutrient cycling and pest  suppression. These practices can strengthen  whole farm profitability and resilience over time.  ,['SDG_2'],,['SDG_2'],0.7096
2958,page 36 of ../pdf/generalmills.pdf,"(54.23160171508789, 61.28558349609375, 717.0169067382812, 71.66618347167969)",25,"Challenges and opportunities: We depend on thriving ecosystems and farming communities for the food we make and eat, but many critical challenges threaten their future.  ",,,,-0.6059
3009,page 36 of ../pdf/generalmills.pdf,"(69.99864959716797, 172.74789428710938, 158.1333770751953, 219.09341430664062)",22,"Globally, about 33% of the  Earth’s soils are already  degraded, and that is  projected to increase to  more than 90% by 2050.* ",,,,-0.128
3010,page 36 of ../pdf/generalmills.pdf,"(69.99864959716797, 292.1554260253906, 152.76039123535156, 366.9927062988281)",24,"Regenerative agriculture  principles help to  rebuild and restore soil  health and function. For  example, minimizing  physical and mechanical  disturbance helps to  prevent soil erosion. ",['SDG_15'],,['SDG_15'],0.6124
3012,page 36 of ../pdf/generalmills.pdf,"(177.99864196777344, 172.71420288085938, 274.7052917480469, 238.05422973632812)",28,"The profitability of farming  has been under ongoing  pressure due to rising costs  of inputs needed to maintain  yields, such as seed,  synthetic fertilizers and  pesticides, and equipment.  ",,,,-0.0258
3013,page 36 of ../pdf/generalmills.pdf,"(177.99864196777344, 292.1149597167969, 261.19775390625, 376.4494934082031)",25,"Regenerative agriculture  can help farmers  maintain production  while reducing the  need for costly external  inputs such as synthetic  pesticides and fertilizers,  improving profitability  and resilience.  ",['SDG_2'],,['SDG_2'],0.7351
3015,page 36 of ../pdf/generalmills.pdf,"(288.4826354980469, 191.66824340820312, 379.4854736328125, 247.51101684570312)",22,"Agriculture must reduce  GHG emissions and  increase climate resilience  while producing food, fiber  and fuel to keep pace with  a growing population.  ","['SDG_2', 'SDG_13']",,"['SDG_13', 'SDG_2']",0.4588
3016,page 36 of ../pdf/generalmills.pdf,"(288.4826354980469, 292.07452392578125, 379.519287109375, 347.91729736328125)",22,Regenerative agriculture  helps sequester carbon in  soil while reducing reliance  on fossil fuel based inputs  and increasing resilience to  extreme weather events.  ,['SDG_2'],['SDG_13'],"['SDG_13', 'SDG_2']",0.3818
3018,page 36 of ../pdf/generalmills.pdf,"(397.400634765625, 182.13729858398438, 505.58294677734375, 266.4718322753906)",39,"On average, agriculture accounts  for 70% of global freshwater  withdrawal. In many critical  aquifers, water is being used  faster than it can be replenished.  Poor soil management practices  result in nutrient and sediment  runoff that contaminates  nearby water bodies.  ",,,,-0.6486
3019,page 36 of ../pdf/generalmills.pdf,"(397.400634765625, 292.0340881347656, 495.3087463378906, 376.3686218261719)",41,"Regenerative agriculture  helps to keep soil and  nutrients on the farm where  they belong, which can lead  to cleaner water. Healthy  soil can accept and store  more water, ensuring more  is utilized by plants and not  lost to evaporation or runoff.   ",,,,0.8988
3020,page 36 of ../pdf/generalmills.pdf,"(516.50439453125, 140.09835815429688, 609.7965087890625, 205.43838500976562)",26,Biodiversity loss  negatively affects  farm productivity  and resilience. One million  species on our planet – an  eighth of all species – are at  risk of extinction.** ,,['SDG_2'],['SDG_2'],-0.5267
3022,page 36 of ../pdf/generalmills.pdf,"(516.50439453125, 291.9869079589844, 610.3357543945312, 347.8296813964844)",21,"Regenerative agriculture  restores these critical  services, many of which can  naturally suppress yield- limiting threats like weeds,  disease and other pests.  ",,,,-0.1027
3023,page 36 of ../pdf/generalmills.pdf,"(629.006591796875, 140.05792236328125, 725.3361206054688, 243.386962890625)",43,"Climate change and  agriculture have a  significant impact  on human rights. People and  communities around the  world are facing significant  challenges related to access  to food, shelter, water and  sanitation, as well as living  and working conditions such  as forced and child labor. ","['SDG_2', 'SDG_6', 'SDG_8', 'SDG_13']",,"['SDG_8', 'SDG_6', 'SDG_13', 'SDG_2']",0.25
3024,page 36 of ../pdf/generalmills.pdf,"(629.006591796875, 291.9464416503906, 727.597412109375, 385.7782287597656)",38,"Improved economic and  environmental resilience  from regenerative agriculture  can contribute to improved  outcomes for farmers, farm  laborers and the broader  community, such as better  living and working conditions  and basic human rights like  access to food and water. ",['SDG_2'],,['SDG_2'],0.891
3114,page 37 of ../pdf/generalmills.pdf,"(67.71240234375, 492.0419006347656, 182.2877197265625, 550.722900390625)",23,"Assessing plant species diversity,  collecting insect samples,  measuring insect services such  as pollination, and measuring  bird species diversity as  indicators of ecosystem health ",['SDG_15'],,['SDG_15'],0.0
3115,page 37 of ../pdf/generalmills.pdf,"(203.2113800048828, 492.0558776855469, 312.9433898925781, 540.73388671875)",24,Modeling farmers’ impact on  water quality and quantity and  conducting in-field tests to see  how well the soil absorbs water  during heavy rain events  ,['SDG_9'],,['SDG_9'],0.2732
3123,page 38 of ../pdf/generalmills.pdf,"(416.3876037597656, 70.16841125488281, 713.5822143554688, 97.37044525146484)",30,"We are partnering with organic and conventional farmers, suppliers and trusted  farm advisors in key growing regions to drive the adoption of regenerative farming  principles. Starting with pilot programs on: ",,,,0.5859
3153,page 38 of ../pdf/generalmills.pdf,"(210.47998046875, 461.4651794433594, 392.01129150390625, 569.511962890625)",86,"v Fresh Roberson, a granddaughter to  sharecroppers, developed a connection to the land  early. As a long-time grower, beginning farmer and  chef, Fresh works to advance racial equity in the  Midwestern grain economy while making quality  fresh food accessible to the community. They  currently farm in Chicago, Illinois, while looking to  expand to a larger plot of rural land. Chef Fresh is  the Director of Chicago Bread Club and founder of  Fresher Together, a collaborative food and farming  project for healing, economic development,  training and retreat. ","['SDG_4', 'SDG_9']",['SDG_11'],"['SDG_11', 'SDG_4', 'SDG_9']",0.8834
3154,page 38 of ../pdf/generalmills.pdf,"(547.481689453125, 461.4361877441406, 713.48486328125, 560.4857177734375)",73,"v Sara Williams Flewelling is a 2nd generation  organic farmer, professional miller and baker.  She and her father, Matthew Williams, own  Aurora Mills and Farm, a hands-on, family- owned business devoted to providing the  very best Maine-grown, USDA certified,  organic grains. Aurora Mills is a pioneer in the  resurgence of the grain growing economy in  Maine and specializes in regenerative organic  growing practices, such as diversifying and  identifying alternative crops for grain rotations. ",,,,0.8622
3157,page 38 of ../pdf/generalmills.pdf,"(229.4998779296875, 224.9918975830078, 387.06207275390625, 369.0277099609375)",97,"r Cascadian Farm is partnering with   The Nature Conservancy to protect natural  resources, help restore the health of farm  ecosystems and make farming operations  more resilient to threats like climate change.  As highlighted on our Cascadian Farm  cereal boxes, we are committing $750,000  to The Nature Conservancy over two  years to help rebuild wildlife habitat and  regenerate groundwater on over 600   acres of farmland – 25 million square feet –   in California’s Sacramento Valley. This  partnership is one step on our journey   to advance regenerative agriculture and  connect consumers to the land that   feeds them. Learn more.  ","['SDG_2', 'SDG_6', 'SDG_9', 'SDG_13', 'SDG_15']",,"['SDG_15', 'SDG_13', 'SDG_2', 'SDG_6', 'SDG_9']",0.8869
3159,page 38 of ../pdf/generalmills.pdf,"(71.38529968261719, 426.2200927734375, 721.6646118164062, 455.8861083984375)",59,"The Stone Barns Regenerative Farming Fellowship, launched in 2019 with support from the General Mills Foundation, supports farmers in their transition to regenerative farming principles.  The program’s peer cohort model fosters participants’ development as both practitioners and ambassadors of regenerative farming. Below is a current participant from each of the  program’s two focus regions: the Midwest and the Northeast.  ",,,,0.6908
3203,page 39 of ../pdf/generalmills.pdf,"(405.0, 240.48399353027344, 725.189697265625, 255.74798583984375)",20,"*Includes food for both humans and pets. Source: SPINS CY2020, Total – US Mulo, Natural Enhanced Channel and  Pet Channel.  ",,,,0.3612
3204,page 39 of ../pdf/generalmills.pdf,"(54.0, 393.4073181152344, 396.4165954589844, 438.07861328125)",27,"We have invested more than $8.5 million to   advance soil health In partnership with The Nature Conservancy, we  developed Rethink Soil: A Roadmap to U.S. Soil Health ",['SDG_15'],,['SDG_15'],0.0
3213,page 39 of ../pdf/generalmills.pdf,"(422.1773986816406, 303.9219055175781, 550.71142578125, 438.5879211425781)",63,"In 2018, General Mills engaged in a  strategic sourcing arrangement with  South Dakota-based Gunsmoke  Farms LLC to convert 34,000 acres  of conventionally managed farmland  to certified organic. As part of  this agreement, General Mills has  partnered with Midwestern BioAg to  provide on-the-ground mentorship  for the farm operators to implement  regenerative principles such as  maximizing diversity by adding more  crops to the growing rotation. ",,,,0.7992
3214,page 39 of ../pdf/generalmills.pdf,"(422.07940673828125, 446.4208984375, 557.228515625, 528.5869140625)",41,"Gunsmoke, located outside of Pierre,  South Dakota, had been managed  conventionally for more than three  decades before its transition to  organic over the last three years using  regenerative agriculture principles. The  combination of cover crops, a diverse  crop rotation, planting perennial  ",,,,0.0
3215,page 39 of ../pdf/generalmills.pdf,"(577.83642578125, 303.921875, 718.906982421875, 459.587890625)",87,"crops, and minimizing tillage were  instrumental in restoring the land to a  holistic farming system that now grows  spring wheat, winter wheat, alfalfa,  oats, peas and Kernza. In addition, farm  managers will plant nearly 3,000 acres  of pollinator habitat throughout the farm  in partnership with the Xerces Society  for Invertebrate Conservation (Xerces  Society). In the summer of 2020, the  farm received organic certification by  the U.S. Department of Agriculture’s  National Organics Program. The organic  wheat from the farm will be used to  make Annie’s Mac and Cheese. ",['SDG_15'],,['SDG_15'],0.296
3216,page 39 of ../pdf/generalmills.pdf,"(577.2205200195312, 467.4208679199219, 720.1047973632812, 507.5868835449219)",23,"This type of long-term, direct contracting  is unprecedented for General Mills and  the industry. This agreement provides  farmers and landowners a high level  ",,,,0.4939
3219,page 39 of ../pdf/generalmills.pdf,"(54.0, 100.53048706054688, 733.3665161132812, 110.09738159179688)",23,"Even before our regenerative agriculture commitment, General Mills had been actively engaged in work to promote ecosystem health, including our sustainable sourcing program;  ","['SDG_2', 'SDG_9', 'SDG_15']",,"['SDG_15', 'SDG_9', 'SDG_2']",0.8481
3220,page 39 of ../pdf/generalmills.pdf,"(54.0, 112.53057861328125, 728.6267700195312, 122.09747314453125)",27,"initiatives related to soil health, pollinators and organic farming; as well as efforts to reduce pesticide use. These have all helped inform our regenerative agriculture approach and  ",,,,0.2732
3224,page 39 of ../pdf/generalmills.pdf,"(404.77740478515625, 166.92730712890625, 503.36004638671875, 231.6914825439453)",21,"Together our Annie’s,  Cascadian Farm and  Muir Glen brands  accounted for more than  70,000 acres of organic  acreage in fiscal 2020. ",,,,0.0
3236,page 40 of ../pdf/generalmills.pdf,"(73.0, 422.4118957519531, 197.9892120361328, 539.4559326171875)",41,"w In fiscal 2020,  our Annie’s brand  launched a special- edition fruit snack  product called  Bees, Bugs and  Butterflies. This new  product highlights  our partnership with  The Xerces Society,  features fun pollinator shapes, and  provides consumers important  information about pollinator health. ",,,,0.8074
3237,page 40 of ../pdf/generalmills.pdf,"(229.4984893798828, 422.37567138671875, 354.3724670410156, 512.427978515625)",35,"w In partnership with Observatoire  Français d’Apidologie (OFA), our  Yoplait team launched a multi-year  campaign to protect pollinators,  resulting in more than   300 million bee- friendly flowers  planted in  France in fiscal  2019 and 2020. ",,,,0.743
3403,page 41 of ../pdf/generalmills.pdf,"(64.0, 450.8186950683594, 133.9464874267578, 557.8931884765625)",33,General Mills was  an early adopter of  responsible sourcing  and developed  a program for  manufacturing  facilities producing  premiums (such as  toys included in or on  pack) and supplier  facilities which license  our brands ,,,,0.3182
3405,page 41 of ../pdf/generalmills.pdf,"(307.43798828125, 450.8512268066406, 379.7888488769531, 539.9207153320312)",32,"Added more Tier 1   direct materials  suppliers in North  America and also  expanded to locations  in Asia, Latin America,  Europe, and Australia,  as well as Blue  Buffalo locations in  our Pet segment ",,,,0.2732
3406,page 41 of ../pdf/generalmills.pdf,"(226.09048461914062, 450.8707580566406, 294.9840087890625, 548.9428100585938)",28,Expanded program  to also include  locations of  inherently high-risk  Tier 1 direct materials  suppliers in North  America (suppliers  that provide  ingredients used in  our food products  or packaging)  ,,,,0.0
3407,page 41 of ../pdf/generalmills.pdf,"(54.0, 405.0220031738281, 566.138427734375, 547.611083984375)",75,"Global Responsible Sourcing timeline To segment our Tier 1 suppliers into  different risk levels, we consider factors  including geography, ingredient category,  and the results of prior responsible  sourcing audits from around the world,  covering health and safety, human rights,  business integrity and the environment.  The audit-related data sources used  include 3,655 SMETA supplier audits,  12,763 ISO 14001 supplier audits and  1,324 SA8000 supplier audits. These  17,742 supplier audits were concentrated  in countries with known environmental,  ",,,,0.7845
3408,page 41 of ../pdf/generalmills.pdf,"(577.688232421875, 412.9450988769531, 719.1856689453125, 537.111083984375)",67,"social and governance risks, based  on public sources including the Yale  Performance Index, the Social Progress  Global Index, the Worldwide Governance  Index and the Corruption Perception  Index. Our segmentation, completed  in January 2019, was determined  based on an aggregation of this data.  We selected these data sources to  uncover risks as outlined in our Supplier  Code of Conduct, focused heavily on  human rights and health and safety. ",['SDG_16'],['SDG_16'],['SDG_16'],0.7506
3474,page 42 of ../pdf/generalmills.pdf,"(421.560302734375, 431.8538818359375, 563.1773071289062, 545.5198974609375)",62,"To provide education and a forum for  peer sharing on responsible sourcing  and supplier diversity topics, we  hold Corporate Social Responsibility  Communities of Practice on a quarterly  basis for the Sourcing and Sustainability  teams. These events are designed to  increase consideration in daily decision  making about issues that impact people  and to promote networking between the  two teams. The Communities of Practice  ","['SDG_4', 'SDG_9', 'SDG_12']",,"['SDG_4', 'SDG_9', 'SDG_12']",0.8402
3475,page 42 of ../pdf/generalmills.pdf,"(577.8353271484375, 431.8538818359375, 718.7797241210938, 535.0198974609375)",64,"take place globally, with 80 to 100  people participating in each session. For  example, in June 2020, to build on the  company’s Pride month events, we held  a global call on the LGBTQ+ community  fight for human rights and equity.  Participants learned about the start of  this human rights movement in the U.S.  and discussed how we all might advance  understanding within General Mills. ",,,,-0.0516
3490,page 42 of ../pdf/generalmills.pdf,"(54.279998779296875, 441.8439025878906, 380.18206787109375, 530.10986328125)",112,"*For fiscal 2018 and 2019, some data differ compared to prior reports due to changes in methodology (% of  noncompliances resolved are reported based on the number of findings rather than the number of suppliers with  findings) as well as improvements in data collection and accuracy. **Of noncompliances identified for owned manufacturing locations in fiscal 2020, 36% related to human rights and  64% related to health, safety and environment. ***As of December 2020.  ****Of noncompliances identified for co-packers in fiscal 2020, 30% related to human rights and 70% related to  health, safety and environment. *****Of noncompliances identified for Tier 1 direct suppliers in fiscal 2020, 100% related to health, safety   and environment. ",,,,0.9042
3586,page 43 of ../pdf/generalmills.pdf,"(428.7804260253906, 148.65530395507812, 563.5858764648438, 241.32130432128906)",47,"In 2020, General Mills launched a  three-year pilot in Western Michigan  to advance regenerative principles  at dairies that produce fluid milk  for our yogurt products, including  Yoplait. The pilot provides dairy  farmers education and coaching to  implement regenerative practices such  as growing and using for feed diverse  ",['SDG_4'],['SDG_4'],['SDG_4'],0.296
3587,page 43 of ../pdf/generalmills.pdf,"(576.109375, 148.65530395507812, 709.1588134765625, 230.82130432128906)",45,"mixtures of crops, to support both soil  and animal health. Working with the  University of Wisconsin-Madison and  Cornell University, we are collecting a  comprehensive set of animal metrics  with the goal of understanding cow  health and welfare as an integral  part of the dairy ecosystem.  ",,,,0.5719
3711,page 44 of ../pdf/generalmills.pdf,"(594.5364990234375, 374.8930969238281, 735.7544555664062, 500.5351257324219)",33,"In fiscal 2020, we  completed 10 energy  efficiency and reduction  projects across the  company. In total, these  projects saved 8.6 million  kWh of electricity and  avoided 9,183 metric tons  CO₂e of GHG emissions. ",,,,0.6124
3725,page 45 of ../pdf/generalmills.pdf,"(262.7119140625, 83.45362091064453, 376.6852722167969, 134.11961364746094)",20,"In fiscal 2020, General Mills rose  to No. 38 on the Top 100 list of  the EPA  Green Power  Partnership. ",,,,-0.1027
3796,page 45 of ../pdf/generalmills.pdf,"(601.4734497070312, 342.9742736816406, 715.9165649414062, 425.1402893066406)",35,"We participate in numerous  initiatives to decrease food  waste in operations and beyond,  such as the U.S. Food Waste  Challenge, Friends of Champions  12.3 and Consumer Goods  Forum Food Waste Coalition  of Action. Learn more.   ",['SDG_12'],['SDG_12'],['SDG_12'],-0.1531
3797,page 45 of ../pdf/generalmills.pdf,"(601.4174194335938, 432.9732666015625, 710.3929443359375, 483.6392822265625)",25,"In fiscal 2020, 4.6% of our total  production volume was food  waste,** and only 0.54% of that  (0.025% of total production  volume) went to disposal.  ",['SDG_12'],,['SDG_12'],0.0
3822,page 45 of ../pdf/generalmills.pdf,"(77.88639831542969, 364.37530517578125, 217.96209716796875, 467.54132080078125)",61,"In June 2017, General Mills signed a 15- year virtual power purchase agreement  with Renewable Energy Systems (RES)  for 100 megawatts of the Cactus Flats  wind project in Concho County, Texas. In  fiscal 2020, this project generated RECs  equivalent to approximately 1,205,596  GJ of electricity for General Mills, about  33% of electricity usage at our owned  manufacturing locations in the U.S.  ",,['SDG_7'],['SDG_7'],0.8415
3823,page 45 of ../pdf/generalmills.pdf,"(78.21539306640625, 473.3722839355469, 217.9893341064453, 513.5382690429688)",24,"In April 2019, we announced a 15-year  virtual power purchase agreement with  Roaring Fork Wind, LLC, a joint venture  partnership between RES and Steelhead  ",,,,0.4939
3824,page 45 of ../pdf/generalmills.pdf,"(77.6134033203125, 515.372314453125, 216.82940673828125, 555.538330078125)",24,"Americas, for 200 megawatts of its  Maverick Creek wind project. Located in  central Texas, the project will produce  RECs for General Mills that, together  ",,,,0.0
3825,page 45 of ../pdf/generalmills.pdf,"(227.53941345214844, 364.37530517578125, 360.1194152832031, 436.04132080078125)",34,"with the Cactus Flats wind power  agreement, are calculated to equal  100% of the electricity used annually   at the company’s owned U.S. facilities.  The Maverick Creek wind project   began commercial generation in  November 2020. ",,['SDG_7'],['SDG_7'],0.4939
3870,page 46 of ../pdf/generalmills.pdf,"(72.12739562988281, 454.1872863769531, 212.6033935546875, 557.353271484375)",60,"In early 2021, we launched the first store  drop-off recyclable snack bar wrapper,  for our Nature Valley bars coupled with  a consumer education campaign on  how to recycle them. Wrappers recycled  through store drop-off programs are  turned into new materials like composite  lumber. To encourage adoption of this  technology and accelerate the benefits  of scale, General Mills has decided to  ",['SDG_4'],,['SDG_4'],0.836
3871,page 46 of ../pdf/generalmills.pdf,"(226.6383819580078, 454.1872863769531, 370.14544677734375, 504.8533020019531)",28,"not pursue a patent. We urge others  in the industry to develop recyclable  solutions, including polyethylene-based  designs that can be certified for recycling  within the store drop-off program. ",,,,0.1779
3879,page 46 of ../pdf/generalmills.pdf,"(567.0, 425.41387939453125, 693.7412719726562, 476.07989501953125)",27,"By converting to a renewable, bio- based plastic film for Cascadian  Farm cereal box liners, we will  use 270 METRIC TONS less of  nonrenewable virgin plastic annually.  ",,,,0.0
3882,page 46 of ../pdf/generalmills.pdf,"(567.0, 490.93389892578125, 718.47998046875, 552.0999145507812)",31,"Through our contributions to  The Recycling Partnership, we’ve  supported their efforts to divert more   than 230 MILLION POUNDS of recyclables  from landfills into the recycling stream over   the past six years. ",,,,0.3182
3885,page 46 of ../pdf/generalmills.pdf,"(415.6180114746094, 199.99290466308594, 719.2738037109375, 243.4638671875)",21,"Packaging ambition: By 2030, all  General Mills brands will design  100% of packaging to be recyclable  or reusable. Learn more. 88% ",,,,0.0
3886,page 46 of ../pdf/generalmills.pdf,"(567.0, 303.13720703125, 678.2503662109375, 353.9642028808594)",21,"In 2020, 100% of our fiber  packaging was from sustainable  sources, using either recycled  materials or virgin wood fiber,  avoiding deforestation. ","['SDG_9', 'SDG_15']",,"['SDG_15', 'SDG_9']",-0.34
3887,page 46 of ../pdf/generalmills.pdf,"(415.6180114746094, 303.13720703125, 547.3021240234375, 353.9642028808594)",30,Sourcing: General Mills has a target to  source 100% of our fiber packaging  by 2020 from recycled material or  from virgin wood fiber regions that  do not contribute to deforestation. ,,,,0.0
3894,page 46 of ../pdf/generalmills.pdf,"(54.0, 579.8489990234375, 749.4127807617188, 587.114990234375)",35,"*We use the following materials in our global packaging: fiber (58% of finished product packaging material by weight, including product and transportation packaging), steel (21%), plastic (15%), composite cans (3%), glass (2%), and aluminum (1%). ",,,,0.0
3895,page 46 of ../pdf/generalmills.pdf,"(53.996742248535156, 301.8518981933594, 207.95054626464844, 409.8987121582031)",49,"v In 2019, Annie’s  became the first  major brand  in the U.S. to  commercialize  recycled content  in a cereal liner,  using at least 35%  postconsumer recycled plastic. And more  than 90% of cereal liners in General Mills  U.S. bag-in-box portfolio are recyclable by  volume (pounds and reported net sales). ",,,,0.0
3896,page 46 of ../pdf/generalmills.pdf,"(230.12905883789062, 293.23187255859375, 387.36676025390625, 410.27593994140625)",45,"v In December  2020, energy  company Total,  plastic converter  Intraplás and  Yoplait announced  successful  completion of a  pilot using certified  chemically recycled polystyrene in yogurt  pots. This is the first step of a collaboration  aimed at supporting the development of  sustainable polystyrene recycling in France. ",['SDG_9'],,['SDG_9'],0.8316
3899,page 47 of ../pdf/generalmills.pdf,"(347.739990234375, 473.7315979003906, 575.2720947265625, 562.0791015625)",20,"Our global total injury rate was  0.85 injuries per 100 employees  in fiscal 2020, significantly  below food-industry averages.  0.85 50% ",,,,-0.4215
3979,page 48 of ../pdf/generalmills.pdf,"(53.82720184326172, 450.6799011230469, 713.5974731445312, 476.0599060058594)",27,"General Mills received numerous awards in 2020.* Listed below are a few of these recognitions, illustrating our commitment to being an  employer of choice for all employees. ",,,,0.6808
3982,page 48 of ../pdf/generalmills.pdf,"(247.71121215820312, 173.40969848632812, 378.1562805175781, 213.57569885253906)",22,"Protecting the health, safety and well- being of our people around the world  with workplace safety precautions,  flexible work options and benefits. ",,,,0.8807
3983,page 48 of ../pdf/generalmills.pdf,"(409.523193359375, 173.40969848632812, 551.72802734375, 234.57569885253906)",25,"Supporting our communities globally  through grants, food donations (including  our manufacture-to-donate initiative),  employee volunteerism and giving   (see the Community section of this   report for details). ",,,,0.7351
4099,page 49 of ../pdf/generalmills.pdf,"(70.22129821777344, 528.5423583984375, 609.164794921875, 568.3098754882812)",20,"Effectively mitigate risks  and remedy harm through  stakeholder engagement, taking  action and tracking progress ASSESS INTEGRATE ACT AND TRACK COMMUNICATE ",,,,0.4767
4351,page 51 of ../pdf/generalmills.pdf,"(248.61318969726562, 486.69378662109375, 535.8855590820312, 558.3598022460938)",71,"During the pandemic, we implemented an enterprise-wide response to ensure  employee safety. In our manufacturing facilities, we were an early adopter of social  distancing protocols, temperature checks, enhanced sanitation, mask use, and other  protective equipment and practices. Our layered protections, combined  with robust contact tracing and exclusion protocols, helped to prevent  the virus from spreading within our facilities. Our office staff has shifted  primarily to working remotely as global conditions dictate.  ",['SDG_10'],['SDG_3'],"['SDG_10', 'SDG_3']",0.6908
4355,page 51 of ../pdf/generalmills.pdf,"(593.1048583984375, 492.6361083984375, 735.6209106445312, 535.4066772460938)",20,"Our global lost-time injury  frequency rate was 0.36 injuries per  100 employees in fiscal 2020, down  from 0.40 in 2019. ",,,,-0.4215
4358,page 51 of ../pdf/generalmills.pdf,"(593.0, 546.1021728515625, 718.4779663085938, 577.3621826171875)",21,"Global incident data includes all General  Mills owned/operated facilities, including  Yoki and Yoplait International, Häagen-Dazs  shops, Blue Buffalo and global offices.  ",,,,0.0
4407,page 52 of ../pdf/generalmills.pdf,"(243.8345947265625, 352.8192138671875, 380.5863952636719, 435.1462097167969)",43,Our commitment: We will direct our  philanthropy to work locally and  nationally with food banks and anti- hunger organizations to address food  insecurity that disproportionately  impacts communities of color. See our  actions in the Community section of this  report. Photo credit: Feeding America ,['SDG_2'],,['SDG_2'],-0.2263
4408,page 52 of ../pdf/generalmills.pdf,"(400.9700012207031, 352.8192138671875, 548.2710571289062, 424.6462097167969)",48,"Our commitment: Box Tops for  EducationTM will build on its legacy of  giving nearly US$1 billion to schools, with a  renewed focus on creating greater equity  in education for kids of color so they can  reach their full potential. Learn more in the  Community section of this report. ",['SDG_4'],,['SDG_4'],0.9074
4415,page 52 of ../pdf/generalmills.pdf,"(553.239990234375, 548.3221435546875, 737.5714721679688, 584.3372192382812)",26,CULTURAL INCLUSION: Ensure an inclusive culture  that encourages all employees around the world to  share their unique perspectives and ideas in a safe and  respectful environment ,,,,0.9118
4416,page 52 of ../pdf/generalmills.pdf,"(553.239990234375, 493.96429443359375, 733.2935180664062, 529.9793090820312)",32,"WORKFORCE INCLUSION: Ensure we recruit, retain,  develop and advance a workforce that reflects the  diversity of the consumers we serve in our markets  around the world at all levels of the organization ",,,,0.3818
4417,page 52 of ../pdf/generalmills.pdf,"(229.5, 548.3221435546875, 400.3280944824219, 593.3392333984375)",31,CONSUMER INCLUSION: Ensure our brands and  products consider the needs of an increasingly  diverse consumer and customer base around the  world while creating consumer messages that are  respectful of that diversity ,,,,0.7783
4418,page 52 of ../pdf/generalmills.pdf,"(229.5, 493.96429443359375, 406.9259033203125, 529.9793090820312)",23,"SOCIETAL INCLUSION: Ensure our external  impact is inclusive of diverse communities in our  markets around the world through philanthropy,  volunteerism and social good ",['SDG_10'],,['SDG_10'],0.6705
4424,page 52 of ../pdf/generalmills.pdf,"(68.95999908447266, 353.1609191894531, 197.42263793945312, 487.9879150390625)",66,"Our goal is to foster a culture of  inclusion and belonging that allows  all our employees to thrive. Ensuring  diversity of input and perspectives  is core to our business strategy.   We actively cultivate a culture   that acknowledges, respects and  values all dimensions of diversity –   including gender, race, sexual  orientation, ability, backgrounds  and beliefs. We are committed  to advancing racial equity within  and outside our workplace.  ",,,,0.8957
4425,page 52 of ../pdf/generalmills.pdf,"(68.95999908447266, 494.16192626953125, 186.07630920410156, 576.4888916015625)",37,"Our strategy: Using our global  inclusion framework, we will  advance engagement around the  world, leveraging data to assess  progress and hold ourselves  accountable as we continue to  foster a culture of inclusion and  belonging at General Mills. ",,,,0.7003
